"period_end_date","2003-12","2004-03","2004-06","2004-09","2004-12","2005-03","2005-06","2005-09","2005-12","2006-03","2006-06","2006-09","2006-12","2007-03","2007-06","2007-09","2007-12","2008-03","2008-06","2008-09","2008-12","2009-03","2009-06","2009-09","2009-12","2010-03","2010-06","2010-09","2010-12","2011-03","2011-06","2011-09","2011-12","2012-03","2012-06","2012-09","2012-12","2013-03","2013-06","2013-09","2013-12","2014-03","2014-06","2014-09","2014-12","2015-03","2015-06","2015-09","2015-12","2016-03","2016-06","2016-09","2016-12","2017-03","2017-06","2017-09","2017-12","2018-03","2018-06","2018-09","2018-12","2019-03","2019-06","2019-09","2019-12","2020-03","2020-06","2020-09","2020-12","2021-03","2021-06","2021-09","2021-12","2022-03","2022-06","2022-09"
"cfi_ppe_net","-64.83","-72.896","-83.38500000000001","-195.806","-162.132","-149.322","-158.462","-173.38","-147.323","-163.008","-212.017","-248.882","-270.547","-236.655","-264.931","-308.215","-263.6","-241.5","-228.8","-250.6","-172.6","-64.3","-107.3","-101.4","-99.7","-84.8","-96.59999999999999","-164.7","-128.9","-110.2","-133.3","-159.5","-153.5","-160.3","-202.7","-339.7","-244.5","-240.4","-297.3","-369","-256.1","-247.5","-307.6","-349.7","-291.8","-314.8","-336.9","-360.2","-331.8","-336.4","-361.5","-410.6","-307.4","-330.5","-387.4","-494.1","-429.3","-467.4","-511.1","-568.6","-431.4","-414.2","-435.1","-525.9","-394.3","-364","-380.1","-345.2","-324.2","-323.7","-337.8","-484.3","-416.8","-455.1","-423.5","-545.9"
"cfi_acquisitions_net","","","","","","","","","","","","","","","","","","","","","","","","","-10.6","","","","","","","","-29.7","","","","","","","","","","","","-284.3","","","","30.2","","39.4","","","","","","526.6","81.59999999999999","","","","","","","","","","","","","","","","","",""
"cfi_investment_net","-105.686","-214.717","100.223","-44.533","-166.629","142.698","371.627","104.483","-145.655","70.828","10.187","125.763","-48.919","12.093","-20.402","-11.082","-10.2","17.9","-13.6","-22","-10.5","-7.2","-2.9","-113.4","10.3","-346.2","-62.4","59.2","92.8","16.8","54.4","-700","158.7","-92.7","-191.7","173.5","276.3","173.7","-142.6","-53.1","82.2","-113.2","-256.3","545.7","51.8","-15.8","-66.7","82.7","-59.5","-267.4","-274.4","-275.8","-155.7","174.2","282.4","228.8","302.2","61","49.1","-99.90000000000001","-62.4","185.6","39.7","4.8","27.9","5","-186.8","-29.6","69.40000000000001","19.6","-27.2","-5.1","57.2","3.6","-46","-252.8"
"cfi_intangibles_net","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfi_other","2.8421709430404E-14","-7.682","7.682","-72.262","-11.282","12.676","-20.37","-10.522","","-109.322","18.744","-40.355","-47.304","","-6.115","0.12599999999998","","","-22.5","-51.7","","","54.5","104","","1.2","-1.2","6","-0.69999999999999","-8.9","1","57","4.800000000000099","-14.3","-2.8","-123.6","-3.1","-575","54.5","9.300000000000001","-19.4","5","-10","109.2","1.8","-19.7","-16","49.6","1","11.1","-8.800000000000001","21.6","61.6","-7.5","0.8","84.8","-4.5","-1309.1","4.2","3.7","-16.6","28","599.9","16.8","-19.9","-2.6","-16.9","-5.000000000000099","-17.7","-2.4","-42.2","1156.1","-41.4","-28.4","-25.9","28.7"
"cf_cfi","-170.516","-295.295","24.52","-312.601","-340.043","6.052","192.795","-79.419","-292.978","-201.502","-183.086","-163.474","-366.77","-224.562","-291.448","-319.171","-273.8","-223.6","-264.9","-324.3","-183.1","-71.5","-55.7","-110.8","-100","-429.8","-160.2","-99.5","-36.8","-102.3","-77.90000000000001","-802.5","-19.7","-267.3","-397.2","-289.8","28.7","-641.7","-385.4","-412.8","-193.3","-355.7","-573.9","305.2","-522.5","-350.3","-419.6","-227.9","-360.1","-592.7","-605.3","-664.8","-401.5","-163.8","-104.2","-180.5","395","-1633.9","-457.8","-664.8","-510.4","-200.6","204.5","-504.3","-386.3","-361.6","-583.8","-379.8","-272.5","-306.5","-407.2","666.7","-401","-479.9","-495.4","-770"
"cff_common_stock_net","30.675","1.719","-11.253","-86.964","91.423","-304.638","-418.572","-318.305","-89.889","-22.679","-123.379","-458.849","-49.758","-405.177","-79.45","-285.476","-289.7","45.3","21.9","23.4","7.6","9.5","9.5","30.7","38.1","24.6","27.9","42.2","50.5","15.4","-200.4","-171","78","84.40000000000001","33.2","25.3","-326.5","-120.6","58.5","47.7","23.1","-223.7","-277","-141.3","-150.9","-84.40000000000001","-538.9","-470.1","-197.4","-1307.5","35.4","-365.4","-356.9","-591.7","-134","-809.1","-1546.7","-1539.1","-844.2","-3049.6","-5006.3","-2545.9","-62.2","-2198.1","-1058.3","-575.2","33.5","199.9","102.8","31.6","57.2","54.6","-3479.6","-461.6","3.7","26.1"
"cff_pfd_net","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cff_debt_net","-0.18","-0.18","-0.18","-0.182","-0.183","-0.183","-0.184","276.815","-172.186","-10.186","104.812","499.662","-335.209","481.808","32.781","379.044","-181","172.2","-86.8","97.2","-423.1","-64.3","-226.2","-0.2","-6.5","","","6.5","","","","","","","","-30.8","","-35.2","","749.7","748.5","","","","","","","-610.1","","648.8","605.7","","-400","775.2","-25","","998.3","1598.2","300","2687.6","-350","75","1921","","497.9","2348.9","2817.3","-497.6","-451.8","-1211.9","-13.4","-4.1","200","1302.9","-804.8","-25"
"cff_dividend_paid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-96.90000000000001","-97.40000000000001","-97.8","-97.40000000000001","-126.8","-128.2","-129","-129","-156.1","-157.4","-157.4","-158","-195.9","-196.4","-195.5","-195.3","-239.5","-240.1","-240.1","-208.9","-297","-294.8","-293","-293.2","-364","-363.8","-362","-360.6","-428.1","-419.8","-412.3","-483.2","-446.7","-447.8","-436.2","-430.6","-484.2","-481","-479","-479.3","-528.2","-529.8","-530.2","-530.8","-576","-563.2","-561.9","-562.2"
"cff_other","","-1.3322676295502E-15","-3.5527136788005E-15","","","","5.6843418860808E-14","7.105427357601E-15","23.724","31.148","38.455","24.041","29.618","16.729","5.687","37.516","3","-3.7","11.3","2.4","5.1","","0.39999999999998","8.800000000000001","8.199999999999999","4.7","-237.3","-254.4","36.5","30.6","-7.9","27.8","22.2","58.5","19.2","-522.5","48.6","28.7","33.6","36.2","-6.800000000000099","8.6","19.4","9","-277.9","17.4","757.6","29.4","-34.3","19.2","20.8","-120.1","-68.2","-1.2","-0.6000000000000201","-17.2","-63.2","-12.1","1.3","-29.9","-55.6","-0.6000000000003599","-67.5","-5.4000000000001","-78.40000000000001","-19.6","-28.9","-2.7","-88.59999999999999","-1.4999999999998","-4.1","-2.8000000000001","-113.6","-17.7","-1.4000000000001","-3.6999999999999"
"cf_cff","30.495","1.539","-11.433","-87.146","91.23999999999999","-304.821","-418.756","-41.49","-238.351","-1.717","19.888","64.854","-355.349","93.36","-40.982","131.084","-467.7","213.8","-53.6","123","-410.4","-54.8","-216.3","39.3","39.8","29.3","-209.4","-205.7","-9.9","-51.4","-306.1","-240.6","-26.6","14.7","-76.59999999999999","-657","-434","-284.5","-65.3","675.6","568.9","-411.5","-453.1","-327.6","-668.3","-307.1","-21.4","-1259.7","-528.7","-934.3","368.9","-778.7","-1189.1","-181.5","-521.6","-1186.9","-1039.7","-372.8","-955.2","-875.1","-5858.6","-2919.3","1355.1","-2634.1","-1123","1273.1","2342.9","-779.7","-965.8","-1711.6","-490.5","-483.1","-3969.2","260.4","-1364.4","-564.8"
"ebitda","248.768","206.576","231.857","245.695","315.826","255.655","293.706","292.657","378.136","303.447","319.584","307.423","436.035","360.578","370.786","378.439","472.9","324.5","291.4","172.9","310.7","309","366.9","349.2","479.7","447.6","521","283.1","602.7","474.1","594.5","214","654.7","522.5","579.7","610.5","732.9","652.9","713","764.1","922.3","768.3","885.4","964.8","1079","950.5","1127.4","1128","1241.2","1060.6","1198.7","1383.4","1311.4","1117.9","1330","1204.7","1326.7","1199.7","1327.6","1258.3","1341.9","1211.1","1443.1","1369","1521.4","796.5","-317.1","1020.3","1291.4","1318","1776.3","1795.5","1516.4","1295.5","1646.7","1500.4"
"capex","-64.83","-72.896","-83.38500000000001","-195.806","-162.132","-149.322","-158.462","-173.38","-147.323","-163.008","-212.017","-248.882","-270.547","-236.655","-264.931","-308.215","-263.6","-241.5","-228.8","-250.6","-172.6","-64.3","-107.3","-101.4","-99.7","-84.8","-96.59999999999999","-164.7","-128.9","-110.2","-133.3","-159.5","-153.5","-160.3","-202.7","-339.7","-244.5","-240.4","-297.3","-369","-256.1","-247.5","-307.6","-349.7","-291.8","-314.8","-336.9","-360.2","-331.8","-336.4","-361.5","-410.6","-307.4","-330.5","-387.4","-494.1","-429.3","-467.4","-511.1","-568.6","-431.4","-414.2","-435.1","-525.9","-394.3","-364","-380.1","-345.2","-324.2","-323.7","-337.8","-484.3","-416.8","-455.1","-423.5","-545.9"
"fcf","319.621","15.814","44.117","66.449","251.528","14.562","23.318","-9.789","461.539","-9.878","-38.235","-53.023","407.862","-177.245","37.09","-16.834","544","-284","84.8","-70.59999999999999","520.9","-42.4","194","270.9","669","104.3","321","164.8","544.7","-114.3","323.9","326.2","312.8","-51","348.6","283.7","822.8","64.8","368","501.5","-1658","170.9","542.5","391.5","1133.4","260.9","441.4","609.7","1304.2","213.1","719.9","1020.4","1222.4","131.4","779.9","598.7","1404.7","-12.9","704.8","7864.8","1947.6","-23.8","734.3","582.3","1441.8","-1725.3","-747.8","1145.5","1511.5","560.1","1411.1","1036.4","1454.1","-293.2","841.3","553.8"
"book_value","2246.437","2353.359","2449.485","2470.211","2801.134","2604.284","2275.857","2090.262","2232.792","2417.909","2505.095","2228.506","2452.34","2227.311","2371.815","2301.4","2271.8","2458.8","2494.8","2490.9","2602.9","2630.4","2818","3056.9","3364.1","3554.7","3534.6","3682.3","4060.3","4327.2","4341.5","4387.3","4775.3","5136.7","5388","5114.5","5175","5327.5","5747.6","4482.3","4889.5","4947.1","5070.8","5273.7","6157.8","6010.7","5858.3","5819.8","5983.4","5096.4","5724","5890.7","5803.1","5611.4","5849.5","5457","5758.9","4717.7","3996.7","1175.8","-2878.8","-5035.2","-4319","-6231","-6759.1","-7532.9","-8624.299999999999","-7799.4","-7904","-7648.3","-6794.3","-5314.5","-8450.299999999999","-8761.200000000001","-8658.9","-8698.700000000001"
"tangible_book_value","2157.793","2264.355","2360.226","2374.461","2700.946","2503.002","2168.416","1962.379","2104.513","2208.915","2302.227","2029.073","2204.965","1978.884","2116.204","2043.7","2013.3","2177.3","2194.2","2157.8","2274.2","2302","2493.1","2729.6","3033","3222.8","3204","3349.1","3724.6","3989.3","4001.3","3953.8","4327.4","4683.5","4933.5","4571.7","4628.2","4196.5","4617.9","3344.6","3750.8","3809.1","3930.4","4144","4017.4","3871.5","3771.9","3724","3902","2956.2","3492.2","3654.8","3733.5","3507.9","3845.6","3476.4","837.9","-304.2","-773.8","-3408","-7420.7","-9557","-8736.9","-10503.6","-11014.1","-11704.6","-12734","-11948.7","-12117.2","-11751.5","-10864.3","-9341.700000000001","-12428.5","-12662","-12313.5","-12138.1"
"roa","0.1","0.11","0.11","0.12","0.12","0.12","0.14","0.14","0.14","0.15","0.14","0.13","0.13","0.13","0.13","0.13","0.12","0.11","0.08","0.06","0.03","0.02","0.05","0.07000000000000001","0.1","0.12","0.13","0.15","0.16","0.16","0.17","0.17","0.17","0.17","0.17","0.17","0.17","0.18","0.18","","0.01","0.02","0.02","0.2","0.22","0.21","0.21","0.22","0.19","0.2","0.2","0.2","0.2","0.21","0.2","0.2","0.27","0.24","0.26","0.22","0.14","0.16","0.18","0.18","0.16","0.12","0.05","0.03","0.02","0.03","0.1","0.14","0.15","0.15","0.15","0.12"
"roe","0.14","0.14","0.15","0.16","0.16","0.16","0.19","0.23","0.24","0.24","0.23","0.24","0.25","0.26","0.27","0.29","0.3","0.27","0.19","0.13","0.07000000000000001","0.03","0.09","0.13","0.18","0.22","0.23","0.26","0.27","0.26","0.27","0.29","0.28","0.27","0.26","0.26","0.28","0.29","0.29","","0.02","0.03","0.05","0.4","0.44","0.42","0.45","0.47","0.42","0.46","0.49","0.49","0.49","0.52","0.51","0.51","0.78","0.84","1.04","1.75","-3.56","-0.77","-0.76","-0.68","-0.57","-0.47","-0.17","-0.11","-0.08","-0.13","-0.39","-0.6899999999999999","-0.64","-0.51","-0.48","-0.38"
"roic","0.14","0.14","0.15","0.16","0.16","0.16","0.19","0.21","0.22","0.23","0.22","0.2","0.21","0.21","0.2","0.2","0.19","0.18","0.13","0.08","0.05","0.03","0.07000000000000001","0.11","0.15","0.19","0.2","0.23","0.24","0.23","0.24","0.25","0.25","0.24","0.24","0.24","0.25","0.26","0.26","","0.02","0.02","0.04","0.29","0.32","0.31","0.32","0.33","0.3","0.31","0.31","0.3","0.31","0.32","0.3","0.3","0.44","0.4","0.41","0.42","0.36","0.58","0.64","0.61","0.42","0.25","0.09","0.06","0.04","0.07000000000000001","0.19","0.26","0.28","0.3","0.29","0.24"
"roce","0.22","0.22","0.23","0.24","0.24","0.24","0.28","0.31","0.33","0.33","0.32","0.29","0.3","0.3","0.29","0.28","0.28","0.25","0.22","0.16","0.12","0.13","0.15","0.2","0.23","0.25","0.28","0.26","0.27","0.26","0.27","0.25","0.25","0.24","0.23","0.29","0.31","0.32","0.32","0.35","0.35","0.34","0.35","0.37","0.35","0.35","0.36","0.37","0.39","0.4","0.39","0.38","0.4","0.4","0.39","0.38","0.35","0.32","0.31","0.24","0.22","0.28","0.28","0.28","0.25","0.18","0.08","0.06","0.05","0.08","0.17","0.2","0.22","0.23","0.22","0.21"
"rotce","0.23","0.23","0.24","0.24","0.24","0.25","0.3","0.33","0.34","0.36","0.34","0.31","0.32","0.33","0.31","0.3","0.3","0.27","0.24","0.17","0.13","0.14","0.16","0.22","0.25","0.27","0.3","0.28","0.3","0.28","0.29","0.27","0.27","0.26","0.25","0.32","0.34","0.37","0.39","0.42","0.43","0.4","0.41","0.43","0.44","0.46","0.47","0.48","0.52","0.53","0.51","0.49","0.5","0.5","0.49","0.47","0.51","0.53","0.5","0.35","0.31","0.42","0.41","0.4","0.33","0.22","0.1","0.08","0.07000000000000001","0.1","0.21","0.24","0.26","0.28","0.27","0.26"
"gross_margin","0.27","0.21","0.22","0.2","0.26","0.2","0.22","0.21","0.25","0.21","0.21","0.19","0.58","0.2","0.19","0.31","0.57","0.16","0.55","0.53","0.54","0.55","0.57","0.57","0.58","0.58","0.59","0.6","0.6","0.58","0.58","-0.62","0.27","0.26","0.27","0.27","0.29","0.28","0.28","0.29","0.3","0.29","0.3","0.31","0.31","0.3","0.31","0.32","0.31","0.3","0.31","0.33","0.31","0.3","0.32","0.3","0.3","0.29","0.31","0.29","0.28","0.28","0.29","0.28","0.29","0.21","0.05","0.25","0.27","0.28","0.31","0.29","0.26","0.24","0.27","0.26"
"ebitda_margin","0.19","0.17","0.18","0.17","0.2","0.17","0.18","0.18","0.2","0.16","0.16","0.15","0.19","0.16","0.16","0.16","0.17","0.13","0.11","0.07000000000000001","0.12","0.13","0.15","0.14","0.18","0.18","0.2","0.1","0.2","0.17","0.2","0.07000000000000001","0.19","0.16","0.18","0.18","0.19","0.18","0.19","0.2","0.22","0.2","0.21","0.23","0.22","0.21","0.23","0.23","0.23","0.21","0.23","0.24","0.23","0.21","0.23","0.21","0.22","0.2","0.21","0.2","0.2","0.19","0.21","0.2","0.21","0.13","-0.08","0.16","0.19","0.2","0.24","0.22","0.19","0.17","0.2","0.18"
"operating_margin","0.14","0.1","0.12","0.11","0.14","0.1","0.12","0.12","0.14","0.11","0.11","0.1","0.14","0.11","0.1","0.1","0.12","0.07000000000000001","0.06","","0.06","0.07000000000000001","0.09","0.09","0.13","0.12","0.15","0.05","0.16","0.12","0.16","0.02","0.15","0.12","0.13","0.14","0.15","0.14","0.15","0.16","0.18","0.15","0.17","0.18","0.18","0.16","0.18","0.18","0.18","0.16","0.18","0.2","0.18","0.16","0.19","0.16","0.17","0.14","0.16","0.14","0.15","0.13","0.16","0.15","0.16","0.07000000000000001","-0.16","0.1","0.13","0.14","0.19","0.17","0.14","0.12","0.15","0.14"
"pretax_margin","0.14","0.1","0.12","0.11","0.15","0.11","0.13","0.12","0.14","0.11","0.11","0.1","0.14","0.11","0.1","0.1","0.12","0.07000000000000001","0.01","","0.04","0.02","0.09","0.09","0.14","0.13","0.12","0.15","0.17","0.14","0.14","0.17","0.17","0.14","0.15","0.16","0.16","0.17","0.16","-0.54","0.19","0.17","0.19","0.22","0.27","0.17","0.19","0.18","0.2","0.17","0.2","0.21","0.2","0.19","0.19","0.2","0.49","0.14","0.16","0.15","0.15","0.13","0.25","0.15","0.16","0.07000000000000001","-0.19","0.07000000000000001","0.12","0.13","0.19","0.28","0.13","0.11","0.15","0.13"
"net_income_margin","0.09","0.06","0.07000000000000001","0.07000000000000001","0.09","0.07000000000000001","0.08","0.07000000000000001","0.09","0.07000000000000001","0.07000000000000001","0.06","0.09","0.07000000000000001","0.07000000000000001","0.06","0.08","0.04","","","0.02","0.01","0.06","0.06","0.09","0.09","0.08","0.1","0.12","0.09","0.1","0.12","0.11","0.1","0.1","0.11","0.11","0.11","0.11","-0.33","0.13","0.11","0.12","0.14","0.2","0.11","0.13","0.13","0.13","0.12","0.14","0.14","0.13","0.12","0.12","0.14","0.37","0.11","0.14","0.12","0.11","0.11","0.2","0.12","0.12","0.05","-0.16","0.06","0.09","0.1","0.15","0.22","0.1","0.09","0.11","0.1"
"fcf_margin","0.25","0.01","0.03","0.05","0.16","0.01","0.01","-0.01","0.24","-0.01","-0.02","-0.03","0.17","-0.08","0.02","-0.01","0.2","-0.11","0.03","-0.03","0.2","-0.02","0.08","0.11","0.25","0.04","0.12","0.06","0.18","-0.04","0.11","0.11","0.09","-0.02","0.11","0.08","0.22","0.02","0.1","0.13","-0.39","0.04","0.13","0.09","0.24","0.06","0.09","0.12","0.24","0.04","0.14","0.18","0.21","0.02","0.14","0.11","0.23","","0.11","1.25","0.29","","0.11","0.09","0.2","-0.29","-0.18","0.18","0.22","0.08","0.19","0.13","0.18","-0.04","0.1","0.07000000000000001"
"assets_to_equity","1.37","1.32","1.32","1.37","1.36","1.38","1.46","1.68","1.66","1.58","1.62","1.99","1.85","2.08","2.07","2.32","2.42","2.25","2.23","2.28","2.12","2.01","1.89","1.82","1.81","1.73","1.76","1.73","1.71","1.62","1.63","1.68","1.64","1.56","1.54","1.61","1.64","1.6","1.58","2.57","2.1","2.04","2.05","2.04","2.01","2.03","2.2","2.13","2.16","2.46","2.42","2.43","2.42","2.54","2.48","2.63","3.22","3.72","4.3","20.54","-6.94","-3.5","-4.84","-3.08","-4.1","-3.65","-3.38","-3.77","-3.79","-3.71","-4.34","-5.91","-3.41","-3.31","-3.25","-3.22"
"equity_to_assets","0.73","0.76","0.76","0.73","0.73","0.72","0.68","0.59","0.6","0.63","0.62","0.5","0.54","0.48","0.48","0.43","0.41","0.44","0.45","0.44","0.47","0.5","0.53","0.55","0.55","0.58","0.57","0.58","0.59","0.62","0.61","0.6","0.61","0.64","0.65","0.62","0.61","0.63","0.63","0.39","0.48","0.49","0.49","0.49","0.5","0.49","0.46","0.47","0.46","0.41","0.41","0.41","0.41","0.39","0.4","0.38","0.31","0.27","0.23","0.05","-0.14","-0.29","-0.21","-0.32","-0.24","-0.27","-0.3","-0.27","-0.26","-0.27","-0.23","-0.17","-0.29","-0.3","-0.31","-0.31"
"debt_to_equity","","","","","","","","0.13","0.05","0.04","0.08","0.32","0.15","0.38","0.37","0.55","0.48","0.51","0.47","0.51","0.32","0.29","0.2","0.18","0.16","0.15","0.16","0.15","0.14","0.13","0.13","0.13","0.12","0.11","0.1","0.11","0.11","0.1","0.1","0.29","0.42","0.41","0.4","0.39","0.33","0.34","0.49","0.4","0.39","0.59","0.63","0.61","0.55","0.71","0.67","0.72","0.85","1.39","1.7","8.029999999999999","-3.17","-1.83","-2.58","-1.79","-2.86","-2.88","-2.84","-3.08","-2.99","-2.91","-3.27","-4.21","-2.66","-2.7","-2.62","-2.59"
"debt_to_assets","","","","","","","","0.08","0.03","0.03","0.05","0.16","0.08","0.18","0.18","0.24","0.2","0.23","0.21","0.22","0.15","0.15","0.1","0.1","0.09","0.09","0.09","0.09","0.08","0.08","0.08","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.06","0.06","0.06","0.11","0.2","0.2","0.2","0.19","0.17","0.17","0.23","0.19","0.18","0.24","0.26","0.25","0.23","0.28","0.27","0.27","0.27","0.37","0.4","0.39","0.46","0.52","0.53","0.58","0.7","0.79","0.84","0.82","0.79","0.78","0.75","0.71","0.78","0.82","0.8100000000000001","0.8100000000000001"
"revenue_per_share","0.79","0.38","0.8","0.88","0.48","0.46","0.5","0.52","1.22","1.19","1.23","1.28","1.5","1.46","1.54","1.61","1.86","1.71","1.76","1.7","1.77","1.58","1.61","1.6","1.78","1.65","1.7","1.87","1.92","1.8","1.9","1.97","2.24","2.07","2.13","2.16","2.49","2.33","2.45","2.48","2.77","2.53","2.73","2.75","3.17","3.01","3.22","3.27","3.57","3.36","3.54","3.86","3.9","3.61","3.88","3.93","4.23","4.29","4.54","4.67","5.29","5.04","5.58","5.6","5.96","5.08","3.61","5.26","5.71","5.63","6.32","6.86","6.84","6.62","7.08","7.3"
"ebitda_per_share","0.15","0.06","0.14","0.15","0.1","0.08","0.09","0.09","0.24","0.19","0.2","0.2","0.28","0.23","0.24","0.25","0.32","0.22","0.2","0.12","0.21","0.21","0.25","0.23","0.31","0.29","0.34","0.19","0.39","0.31","0.39","0.14","0.43","0.34","0.37","0.39","0.48","0.43","0.47","0.5","0.6","0.5","0.58","0.63","0.71","0.63","0.74","0.75","0.83","0.71","0.8100000000000001","0.9399999999999999","0.89","0.76","0.91","0.83","0.92","0.85","0.96","0.93","1.07","0.97","1.18","1.14","1.28","0.67","-0.27","0.87","1.09","1.11","1.5","1.51","1.29","1.12","1.43","1.3"
"operating_income_per_share","0.11","0.04","0.09","0.09","0.07000000000000001","0.05","0.06","0.06","0.18","0.13","0.13","0.13","0.2","0.16","0.16","0.16","0.22","0.12","0.1","","0.11","0.11","0.15","0.14","0.22","0.2","0.25","0.1","0.3","0.22","0.3","0.05","0.33","0.24","0.28","0.3","0.38","0.32","0.36","0.38","0.48","0.38","0.46","0.51","0.57","0.48","0.58","0.59","0.66","0.54","0.64","0.76","0.71","0.58","0.73","0.64","0.73","0.61","0.71","0.68","0.79","0.67","0.89","0.83","0.97","0.35","-0.59","0.54","0.76","0.79","1.18","1.19","0.96","0.78","1.09","0.99"
"pretax_income_per_share","0.11","0.04","0.1","0.1","0.07000000000000001","0.05","0.06","0.06","0.18","0.13","0.14","0.13","0.21","0.16","0.16","0.16","0.22","0.11","0.02","","0.07000000000000001","0.02","0.14","0.14","0.24","0.22","0.21","0.27","0.33","0.25","0.27","0.33","0.37","0.3","0.32","0.35","0.41","0.39","0.4","-1.34","0.53","0.42","0.51","0.61","0.86","0.5","0.62","0.6","0.7","0.58","0.73","0.82","0.77","0.67","0.72","0.79","2.1","0.58","0.74","0.6899999999999999","0.77","0.66","1.37","0.83","0.96","0.33","-0.6899999999999999","0.38","0.68","0.75","1.19","1.89","0.9","0.76","1.04","0.96"
"fcf_per_share","0.2","","0.03","0.04","0.08","","0.01","","0.29","-0.01","-0.02","-0.03","0.26","-0.11","0.02","-0.01","0.37","-0.19","0.06","-0.05","0.35","-0.03","0.13","0.18","0.44","0.07000000000000001","0.21","0.11","0.36","-0.07000000000000001","0.21","0.21","0.2","-0.03","0.22","0.18","0.54","0.04","0.24","0.33","-1.08","0.11","0.36","0.26","0.75","0.17","0.29","0.41","0.87","0.14","0.49","0.6899999999999999","0.83","0.09","0.53","0.41","0.98","-0.01","0.51","5.83","1.55","-0.02","0.6","0.48","1.21","-1.46","-0.64","0.97","1.28","0.47","1.19","0.87","1.24","-0.25","0.73","0.48"
"book_value_per_share","1.38","0.71","1.49","1.5","0.84","0.79","0.7","0.66","1.41","1.52","1.57","1.42","1.57","1.44","1.55","1.51","1.52","1.66","1.7","1.68","1.76","1.78","1.89","2.02","2.2","2.32","2.31","2.42","2.65","2.8","2.81","2.85","3.11","3.32","3.47","3.31","3.4","3.5","3.77","2.93","3.19","3.24","3.33","3.47","4.06","3.96","3.87","3.87","3.98","3.43","3.87","3.99","3.95","3.83","4.01","3.76","4.01","3.35","2.88","0.87","-2.3","-4.03","-3.53","-5.17","-5.68","-6.38","-7.38","-6.61","-6.68","-6.46","-5.73","-4.47","-7.18","-7.59","-7.52","-7.55"
"tangible_book_per_share","1.32","0.6899999999999999","1.43","1.45","0.8100000000000001","0.76","0.67","0.62","1.33","1.39","1.44","1.29","1.41","1.28","1.39","1.34","1.35","1.47","1.5","1.45","1.54","1.56","1.67","1.8","1.99","2.1","2.09","2.2","2.43","2.58","2.59","2.57","2.82","3.03","3.18","2.96","3.04","2.76","3.03","2.19","2.45","2.49","2.58","2.72","2.65","2.55","2.49","2.47","2.6","1.99","2.36","2.47","2.54","2.39","2.64","2.4","0.58","-0.22","-0.5600000000000001","-2.53","-5.92","-7.64","-7.14","-8.710000000000001","-9.25","-9.91","-10.9","-10.13","-10.24","-9.92","-9.16","-7.86","-10.56","-10.97","-10.7","-10.53"
"payout_ratio","","","","","","","","","","","","","","","","","","","","","","","","","","0.36","","0.35","0.29","0.38","0.36","0.28","0.34","0.43","0.4","","0.37","0.41","0.38","-0.13","0.37","0.46","0.38","0.34","0.25","0.48","0.39","0.37","0.43","0.51","0.39","0.37","0.49","0.5600000000000001","0.53","0.46","0.19","0.64","0.49","0.64","0.59","0.68","0.32","0.54","0.55","1.46","-0.71","1.24","0.85","0.8","0.46","0.3","0.71","0.84","0.62","0.64"
"revenue_growth","0.28","0.3","0.27","0.34","0.24","0.22","0.21","0.14","0.22","0.24","0.23","0.21","0.22","0.2","0.2","0.22","0.17","0.12","0.09","0.03","-0.06","-0.08","-0.07000000000000001","-0.04","0.04","0.09","0.09","0.17","0.08","0.1","0.12","0.07000000000000001","0.16","0.15","0.13","0.1","0.1","0.11","0.13","0.13","0.12","0.09","0.11","0.1","0.13","0.18","0.18","0.18","0.12","0.09","0.07000000000000001","0.16","0.07000000000000001","0.06","0.08","","0.06","0.14","0.11","0.11","0.09","0.05","0.08","0.07000000000000001","0.07000000000000001","-0.05","-0.38","-0.08","-0.05","0.11","0.78","0.31","0.19","0.15","0.09","0.03"
"gross_profit_growth","0.31","0.14","0.38","-0.84","0.21","0.17","0.25","0.25","0.13","0.27","0.13","0.09","1.89","0.15","0.14","0.96","0.15","-0.1","2.07","0.75","-0.1","2.15","-0.04","0.04","0.11","0.14","0.13","0.24","0.12","0.1","0.1","-2.1","-0.46","-0.49","-0.48","1.48","0.15","0.19","0.2","0.21","0.17","0.13","0.2","0.21","0.18","0.24","0.21","0.19","0.12","0.1","0.07000000000000001","0.22","0.07000000000000001","0.03","0.08","-0.11","0.02","0.1","0.08","0.08","0.02","0.01","0.03","0.04","0.09","-0.27","-0.9","-0.19","-0.1","0.45","10.6","0.54","0.16","","-0.04","-0.09"
