"period_end_date","2003-12","2004-03","2004-06","2004-09","2004-12","2005-03","2005-06","2005-09","2005-12","2006-03","2006-06","2006-09","2006-12","2007-03","2007-06","2007-09","2007-12","2008-03","2008-06","2008-09","2008-12","2009-03","2009-06","2009-09","2009-12","2010-03","2010-06","2010-09","2010-12","2011-03","2011-06","2011-09","2011-12","2012-03","2012-06","2012-09","2012-12","2013-03","2013-06","2013-09","2013-12","2014-03","2014-06","2014-09","2014-12","2015-03","2015-06","2015-09","2015-12","2016-03","2016-06","2016-09","2016-12","2017-03","2017-06","2017-09","2017-12","2018-03","2018-06","2018-09","2018-12","2019-03","2019-06","2019-09","2019-12","2020-03","2020-06","2020-09","2020-12","2021-03","2021-06","2021-09","2021-12","2022-03","2022-06","2022-09"
"equity_and_other_investments","","","","","","","","","","","","","","","","","","","","374","","387.4","408.4","423.5","393.4","588.8","592.8","533.3","483.5","447.5","473.7","479.3","528.1","539.7","554.4","575.9","534.3","468.9","488.9","554.8","969.3","962.6","1374.2","833.3","628.4","662.1","749.5","664.5","656.5","937.4","1172.1","1496.2","1652","1461.3","1138.5","1023.9","651.1","590.7","584.8","602.4","601.1","561.2","562.9","616","611.1","619.7","649.5","684.8","686.9","784.2","821.2","550.2","551.5","556.4","595.2","590.3"
"ppe_gross","2505.486","2569.601","2648.713","2877.682","3069.259","3202.047","3296.915","3467.583","3576.913","3755.529","3980.982","4257.703","4473.347","4715.929","5001.04","5306.542","5538.4","5706.5","5725","5717.3","5634.9","5590.2","5662.9","5700.9","5696","5705.6","5746.4","5888.7","5956.8","6041.5","6160","6163.1","6268.9","6436","6579.9","6903.1","7053","7278.5","7460.1","7782.1","7937.6","8118.7","8370.1","8581.1","8999.9","9195.6","9431.799999999999","9641.799999999999","9788.299999999999","10090.7","10301.8","10573.3","10611.7","10887.3","11233.9","11584","12229.4","12541.6","12801","13197.1","13468.9","13667.2","13855","14273.5","22782.5","22841.9","22778.9","22289.4","22307.8","22224.3","22537.7","23064.8","23289.5","23483","23417.1","23625.4"
"accumulated_depreciation","-1124.19","-1197.598","-1265.655","-1326.266","-1414.138","-1503.244","-1558.085","-1625.564","-1706.12","-1791.828","-1890.079","-1969.804","-2076.546","-2192.059","-2314.071","-2416.142","-2545.4","-2654.2","-2777.6","-2760.9","-2812.4","-2932.2","-3068.7","-3164.5","-3213.3","-3291","-3384.9","-3472.2","-3563.2","-3663","-3775.2","-3808.1","-3921.6","-4053.5","-4135.7","-4244.2","-4341.9","-4433.2","-4473","-4581.6","-4704.6","-4840.6","-4996.4","-5062.1","-5177.6","-5297.9","-5454.1","-5553.5","-5665.8","-5843.8","-5942.6","-6039.5","-6133.2","-6322.8","-6534.1","-6664.5","-6850.7","-6964.8","-7111.4","-7268","-7429.6","-7531.7","-7667.2","-7841.8","-8033.1","-8194.1","-8269.299999999999","-7913.9","-7930.5","-8064.4","-8321.1","-8459.299999999999","-8688.1","-8852","-8971.799999999999","-9049.299999999999"
"ppe_net","1381.296","1372.003","1383.058","1551.416","1655.121","1698.803","1738.83","1842.019","1870.793","1963.701","2090.903","2287.899","2396.801","2523.87","2686.969","2890.4","2993","3052.3","2947.4","2956.4","2822.5","2658","2594.2","2536.4","2482.7","2414.6","2361.5","2416.5","2393.6","2378.5","2384.8","2355","2347.3","2382.5","2444.2","2658.9","2711.1","2845.3","2987.1","3200.5","3233","3278.1","3373.7","3519","3822.3","3897.7","3977.7","4088.3","4122.5","4246.9","4359.2","4533.8","4478.5","4564.5","4699.8","4919.5","5378.7","5576.8","5689.6","5929.1","6039.3","6135.5","6187.8","6431.7","14749.4","14647.8","14509.6","14375.5","14377.3","14159.9","14216.6","14605.5","14601.4","14631","14445.3","14576.1"
"intangible_assets","88.64400000000001","89.004","89.259","95.75","100.188","101.282","107.441","35.413","128.279","36.654","36.818","37.953","39.465","39.937","40.391","42.1","42.4","58.1","65.8","66.59999999999999","66.8","67.3","67.7","68.2","68.59999999999999","69.09999999999999","69.7","70.8","71.90000000000001","72.59999999999999","74.5","111.9","110.8","112.5","117.8","143.7","146.6","267.4","268.8","274.8","276.1","277.2","278.7","273.5","555.5","547","525.8","520.4","509.1","515.2","526.7","516.3","470.6","467.7","454.8","441.4","1246.2","1228.4","1122.9","1042.2","981.6","918.3","853.2","781.8","739.1","678.7","599.6","552.1","506.4","444.3","398","349.9","302.5","254.7","203.4","155.9"
"goodwill","","","","","","","","92.47","","172.34","166.05","161.48","207.91","208.49","215.22","215.6","216.1","223.4","234.8","266.5","261.9","261.1","257.2","259.1","262.5","262.8","260.9","262.4","263.8","265.3","265.7","321.6","337.1","340.7","336.7","399.1","400.2","863.6","860.9","862.9","862.6","860.8","861.7","856.2","1584.9","1592.2","1560.6","1575.4","1572.3","1625","1705.1","1719.6","1599","1635.8","1549.1","1539.2","3674.8","3793.5","3647.6","3541.6","3560.3","3603.5","3564.7","3490.8","3515.9","3493","3510.1","3597.2","3706.8","3658.9","3672","3677.3","3675.7","3646.1","3451.2","3283.5"
"other_lt_assets","382.399","413.36","380.284","388.48","411.805","390.875","341.335","334.457","360.504","377.59","388.999","411.821","453.922","479.716","493.547","499.3","517.3","621.1","647","261.1","685.3","303.4","287.9","253.8","310.5","319","311.1","346.5","317.9","323.4","312.1","297.7","275.2","279.6","286.2","242","281.9","247.4","217","1152.3","1154.8","1139.3","1140.1","1102.2","1213.9","1246.3","1294.5","1596.7","1355.4","1311.4","1213.9","1288.7","1201","1179.2","1171.2","1158.2","684.2","707.1","553.8","546.9","1122.7","1471.1","1991","2245.4","2216.1","2289.8","2290.8","2358.5","2333.5","2344.9","2437.3","2453.3","2447.7","2392.2","2393.6","2353.9"
"total_assets","3077.058","3095.655","3224.292","3386.541","3819.834","3603.417","3327.981","3513.693","3711.505","3817.699","4052.442","4428.941","4527.634","4636.875","4903.923","5343.9","5506.4","5534.1","5552.3","5672.6","5530.4","5281.3","5333.1","5576.8","6101.6","6144.7","6206.9","6385.9","6931.1","7027.6","7097.8","7360.4","7835.6","8006.5","8308.9","8219.200000000001","8490.1","8502.799999999999","9062.4","11516.7","10255.2","10097","10385.3","10752.9","12351.1","12190.7","12868.8","12416.3","12943.5","12519.4","13833.2","14312.5","14017.3","14227.9","14522.7","14365.6","18518.5","17553.5","17182.1","24156.4","19981.3","17641.9","20894.4","19219.6","27731.3","27478.9","29140.6","29374.5","29968.4","28371.7","29476.8","31392.6","28833.9","29021.5","28156.2","27978.4"
"accounts_payable","144.748","157.873","142.149","199.346","161.236","181.754","185.084","220.975","208.591","230.719","255.158","340.937","275.691","279.96","314.583","390.8","340.8","313.4","329.4","324.9","268.6","266.5","258.9","267.1","241.9","286.8","288.2","282.6","296.8","330.2","339.9","540","365.9","388.3","402.2","398.1","380.8","355.7","415.2","491.7","444.2","472.6","474.5","533.7","547.7","601.3","603.2","684.2","648","662.7","675.7","730.6","662.5","686.9","702.2","782.5","852.1","869.7","921.1","1179.3","1100.5","1096.7","1145.4","1189.7","1085.6","997.7","860.8","997.9","1050.6","1033.6","1127","1211.6","1289.4","1329.5","1489.8","1441.4"
"tax_payable","","","","","","","","","","","","","","","","","","","","76.09999999999999","","","","127.8","","","","100.2","115.8","63.9","82.09999999999999","109.2","151.7","76.59999999999999","99.7","138.3","114.3","81.7","82.40000000000001","125","231.6","133.6","150.8","272","268.5","188.1","170.1","259","236","184.8","185.6","368.4","355.1","201.8","171.6","226.6","421.5","330.1","280.1","286.6","773.7","785.2","1265.1","1468.4","1592.3","220.4","206.9","260.9","306.6","288.3","394.6","566","575.7","292","324.3","333.8"
"current_accrued_liabilities","498.42","430.355","451.732","424.801","462.079","481.551","522.49","553.225","647.078","627.38","631.336","661.995","740.133","691.524","718.377","756.8","869.4","687.2","742.4","554.1","650","613.2","725.9","643.1","810.9","773.4","789.5","836","784.3","767.6","150.5","340.7","366.2","343.1","125.7","456.5","460.1","482","507.1","3312.4","520.8","551.3","602.3","564.7","615.7","790.9","735.4","677","691","744","691.3","754.8","768.1","698.5","736.6","753.9","951.1","957.1","911.5","1566.4","784","807.8","902.4","1545.4","1337.6","1288.7","1330.4","1450.1","1394.4","1479.9","1589.3","1720.1","1737","1652.7","1660.2","1724.4"
"st_debt","0.725","0.729","0.732","0.735","0.738","0.742","0.745","277.748","105.752","95.755","200.758","700.7619999999999","365.765","847.769","880.744","711.1","530.3","702.5","616.6","713.7","290.8","226.5","0.4","","0.2","","","","","","","","","","","","","","","","","","","","","","549.8","","399.8","548.9","399.8","399.9","","25","","","349.9","349.7","649.8","349.9","","75","","","996.6","2356.5","2186.1","1688.7","1242.6","18.3","998.9","998.9","1199.3","1998.6","1199.1","1924"
"current_deferred_revenue","146.151","105.315","124.374","121.377","222.344","168.61","172.976","175.048","309.287","233.269","235.528","231.926","422.648","300.579","309.714","296.9","512.7","376.3","373.5","368.4","598.3","431.4","419.7","388.7","569.9","433.9","434.3","414.1","608.2","487","489.9","449.3","673.8","530.9","520.8","510.2","785.5","667.9","682","653.7","1013.4","816.3","830.8","794.5","1230.9","1018.5","1024.6","983.8","1448.8","1203.5","1216.6","1171.2","1578.3","1339.7","1342.2","1288.5","1668","1484","1444.6","1642.9","1554.2","1311.4","1300.2","1269","1694.1","1436.3","1463.3","1456.5","1871.2","1622.1","1628.3","1596.1","2070.7","1781.6","1723","1641.9"
"current_deferred_tax_liability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_current_liabilities","-1.1368683772162E-13","-1.1368683772162E-13","-1.1368683772162E-13","1.1368683772162E-13","-1.1368683772162E-13","1.1368683772162E-13","-1.1368683772162E-13","","2.2737367544323E-13","","","","","","","","","","","152.5","145.3","148.3","153","154.3","156.3","152.5","214.6","146.2","151.3","145.5","797","636.6","601.2","632.5","869.8","706.7","650.2","682.4","737.7","794.5","743","759.7","825.5","873.8","894.7","922.4","966.1","1044.1","996.5","1007.3","1076.2","1121.9","1033.3","1048.2","1073.9","1169.2","2598.5","1196.4","1344.5","659.1","1215.1","1197.3","1282.7","696.2","700.4","712.7","717.4","243.9","750.9","766.5","753.3","807.4","795.7","813.6","791.2","840.6"
"total_current_liabilities","790.044","694.272","718.987","746.259","846.397","832.657","881.295","1226.996","1270.708","1187.123","1322.78","1935.62","1804.237","2119.832","2223.418","2155.6","2253.2","2079.4","2061.9","2189.7","1953","1685.9","1557.9","1581","1779.2","1646.6","1726.6","1779.1","1956.4","1794.2","1859.4","2075.8","2158.8","1971.4","2018.2","2209.8","2390.9","2269.7","2424.4","5377.3","2953","2733.5","2883.9","3038.7","3557.5","3521.2","4049.2","3648.1","4420.1","4351.2","4245.2","4546.8","4397.3","4000.1","4026.5","4220.7","6841.1","5187","5551.6","5684.2","5427.5","5273.4","5895.8","6168.7","8675.5","8265.799999999999","8002","7346.8","7883.9","6505.1","7799.8","8151.4","8921.1","9104.299999999999","8402.4","9151.799999999999"
"lt_debt","4.171","3.988","3.803","3.618","3.433","3.246","3.058","2.87","2.681","2.491","2.3","1.958","1.746","1.551","1.356","550.1","550","549.9","549.8","549.6","549.5","549.4","549.4","549.3","549.3","549.3","549.4","549.4","549.4","549.4","549.4","549.5","549.5","549.6","549.6","549.6","549.6","549.6","549.7","1299.4","2047.9","2048","2048.1","2048.3","2048.4","2048.5","2347.4","2347.5","1947.9","2447.6","3202.4","3185.3","3185.7","3942.5","3935.5","3932.6","4566.5","6185.1","6149.1","9090.200000000001","9130.700000000001","9141.5","11159.1","11167","10653.2","11658.7","14645.6","14659.6","14673.5","14630.3","13619.2","13616.9","13586.3","14014.4","13930.8","13119.9"
"noncurrent_capital_leases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7711.7","7650.4","7653.6","7661.7","7754.5","7577.7","7597.8","7738","7708","7668.5","7554.4","7515.2"
"pension_liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"noncurrent_deferred_revenue","33.873","37.602","44.993","21.77","14.398","5.929","","","","","","","","","","","","","","","","","","","","","","","","","222.7","","214.5","211.3","206.7","","202.9","206","207.5","","","","","","","","","","","","","","","","","4.4","","","362.6","6775.7","6823.7","6761.9","6717.9","6744.4","6748.8","6685.5","6642.6","6598.5","6597.7","6532.1","6491.4","6463","6447.7","6381.9","6333.1","6279.7"
"other_lt_liabilities","2.5329999999999","6.434","7.024","144.683","154.472","157.301","167.771","193.565","205.324","210.176","222.267","262.857","269.311","288.181","307.334","336.8","431.4","446","445.8","442.4","425","415.6","407.8","389.6","409","394.1","396.3","375.1","365","356.8","124.8","347.8","137.5","137.5","146.4","345.3","171.7","150","133.2","357.7","364.8","368.4","382.5","392.2","587.4","610.3","613.9","600.9","592.1","624.2","661.6","689.7","631.2","673.9","711.2","750.9","1352","1463.7","1122.1","1430.5","1478.2","1500.3","1440.6","1370.5","701.2","751.4","821.10000000001","907.3","962.8","774.8","762.9","737.8","621.1","613.6","594.4","610.5"
"total_liabilities","830.621","742.296","774.807","916.33","1018.7","999.133","1052.124","1423.431","1478.713","1399.79","1547.347","2200.435","2075.294","2409.564","2532.108","3042.5","3234.6","3075.3","3057.5","3181.7","2927.5","2650.9","2515.1","2519.9","2737.5","2590","2672.3","2703.6","2870.8","2700.4","2756.3","2973.1","3060.3","2869.8","2920.9","3104.7","3315.1","3175.3","3314.8","7034.4","5365.7","5149.9","5314.5","5479.2","6193.3","6180","7010.5","6596.5","6960.1","7423","8109.2","8421.799999999999","8214.200000000001","8616.5","8673.200000000001","8908.6","12759.6","12835.8","13185.4","22980.6","22860.1","22677.1","25213.4","25450.6","34490.4","35011.8","37764.9","37173.9","37872.4","36020","36271.1","36707.1","37284.2","37782.7","36815.1","36677.1"
"common_stock","999","1023","1025","957","1119","832","395","1","61","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"preferred_stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"retained_earnings","1180.494","1259.982","1358.086","1444.892","1590.082","1690.618","1816.193","1938.987","2113.549","2240.459","2385.957","2151.084","2349.918","2121.783","2264.992","2189.4","2148.6","2315.6","2357.6","2402.4","2466.7","2491.7","2643.2","2793.2","3034.6","3177.1","3288.3","3471.2","3720.1","3883.7","4065.7","4297.4","4551.2","4732.1","4935.8","5046.2","5117.3","5298.6","5558.5","4130.3","4474.2","4705.4","4957.7","5206.6","5832.2","6083","5945","5974.8","6164","5241.2","5702","5949.8","5996.3","5768.9","5986","5563.2","5834.9","4635.8","4150.9","1457.4","-2584","-4807.7","-4013.9","-5771.2","-6414.8","-7050.6","-8208.299999999999","-7815.6","-8253.6","-8124.3","-7501.6","-6315.7","-8753","-9070.5","-8719.700000000001","-8449.799999999999"
"aoci","27.333","31.125","26.717","29.241","52.5","42.022","24.938","20.914","18.419","26.179","36.912","37.273","48.787","50.377","50.655","54.6","64.5","85.09999999999999","79.59999999999999","48.4","44.9","37.4","47.8","65.40000000000001","58.2","47.9","30.4","57.2","62.6","84.59999999999999","97.5","46.3","42.1","41.7","-2.5","22.7","11.9","-17.3","14.5","67","68.7","64.3","70.90000000000001","25.3","-97","-116.9","-131.1","-199.4","-225.1","-189.2","-128.6","-108.4","-242.3","-206.4","-185.1","-155.6","-125.3","32.9","-202.7","-330.3","-343.2","-271.5","-349","-503.3","-387.4","-521.8","-529.9","-364.6","-145.9","-126.3","-29.7","147.2","253.5","260.3","-65","-463.2"
"apic","39.393","39.393","39.393","39.393","39.393","39.393","39.393","129.594","39.393","150.502","81.458","39.393","39.393","39.393","39.393","39.4","39.4","39.4","39.4","39.4","72.3","100.6","126.3","186.4","257.8","315.3","201.5","145.6","268.3","348.7","175","40.5","178.7","359.3","450.9","39.4","39.4","39.4","167.7","282.1","343.7","174.6","39.4","39.4","39.4","41.1","41.1","41.1","41.1","41.1","146.9","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","115.4","373.9","488.6","595.4","729.3","846.1","41.1","41.1","117.1","205.3"
"treasury_stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_equity","0.2170000000001","-0.14100000000008","0.28899999999976","-0.31500000000005","0.15899999999965","0.2510000000002","0.33299999999963","-0.23299999999972","0.43100000000004","-0.23099999999977","-0.23199999999997","-0.24400000000014","-0.24299999999994","-0.25399999999991","-0.25500000000056","-0.30000000000018","-0.29999999999973","-0.29999999999973","-0.29999999999973","-0.30000000000018","-0.30000000000018","-0.29999999999973","-0.30000000000018","-0.29999999999973","-0.30000000000018","-0.30000000000018","-0.30000000000018","-0.29999999999927","-0.29999999999973","-0.19999999999982","-0.30000000000018","-0.29999999999927","-0.19999999999982","-0.20000000000073","-0.19999999999982","-0.29999999999927","-0.29999999999927","-0.30000000000018","-0.19999999999982","-0.20000000000073","-0.19999999999982","-0.19999999999982","-0.19999999999891","-0.30000000000018","-0.19999999999891","-0.50000000000091","-0.5","-0.50000000000091","-0.5","-0.50000000000091","-0.49999999999909","-0.50000000000091","-0.5","0.39999999999964","0.39999999999964","0.40000000000055","0.39999999999964","0.39999999999964","0.40000000000009","0.29999999999995","0.19999999999982","0.19999999999982","0.19999999999891","0.19999999999982","0.19999999999891","0.20000000000073","0.20000000000073","0.20000000000164","0.19999999999982","0.20000000000073","0.19999999999982","0.19999999999982","0.20000000000073","0.10000000000036","0.10000000000036","0.10000000000036"
"minority_interest_liability","","","","","","","","","","","","","13.485","15.012","16.03","17.3","18.6","18","17.5","","18.3","","","11.2","12.8","13.7","13.7","7.6","8.6","9.4","2.6","2.4","2.5","2.8","3","5.5","5.7","6.1","6.1","2.1","2.1","2","2","1.7","382.4","2","1.8","1.8","1.9","1.8","2.2","6.7","6.5","6.4","6.1","6.9","6.8","6.5","6","6.3","6.1","1.7","1.6","1.2","0.8","-2.8","-2.7","5.7","5.7","5.7","6.5","6.7","6.9","6.8","7.6","7.9"
"total_equity","2246.437","2353.359","2449.485","2470.211","2801.134","2604.284","2275.857","2090.262","2232.792","2417.909","2505.095","2228.506","2452.34","2227.311","2371.815","2301.4","2271.8","2458.8","2494.8","2490.9","2602.9","2630.4","2818","3056.9","3364.1","3554.7","3534.6","3682.3","4060.3","4327.2","4341.5","4387.3","4775.3","5136.7","5388","5114.5","5175","5327.5","5747.6","4482.3","4889.5","4947.1","5070.8","5273.7","6157.8","6010.7","5858.3","5819.8","5983.4","5096.4","5724","5890.7","5803.1","5611.4","5849.5","5457","5758.9","4717.7","3996.7","1175.8","-2878.8","-5035.2","-4319","-6231","-6759.1","-7532.9","-8624.299999999999","-7799.4","-7904","-7648.3","-6794.3","-5314.5","-8450.299999999999","-8761.200000000001","-8658.9","-8698.700000000001"
"total_liabilities_and_equity","3077.058","3095.655","3224.292","3386.541","3819.834","3603.417","3327.981","3513.693","3711.505","3817.699","4052.442","4428.941","4527.634","4636.875","4903.923","5343.9","5506.4","5534.1","5552.3","5672.6","5530.4","5281.3","5333.1","5576.8","6101.6","6144.7","6206.9","6385.9","6931.1","7027.6","7097.8","7360.4","7835.6","8006.5","8308.9","8219.200000000001","8490.1","8502.799999999999","9062.4","11516.7","10255.2","10097","10385.3","10752.9","12351.1","12190.7","12868.8","12416.3","12943.5","12519.4","13833.2","14312.5","14017.3","14227.9","14522.7","14365.6","18518.5","17553.5","17182.1","24156.4","19981.3","17641.9","20894.4","19219.6","27731.3","27478.9","29140.6","29374.5","29968.4","28371.7","29476.8","31392.6","28833.9","29021.5","28156.2","27978.4"
"cfo_net_income","110.135","78.88500000000001","99.383","100.477","144.71","100.425","125.513","123.722","174.156","127.316","145.498","117.289","204.952","150.84","158.343","158.503","208.1","108.7","-6.7","5.4","64.7","25.1","148.2","153.5","243.5","217.8","208.5","278.5","347.6","262.3","280","358.1","382.2","310.1","333.4","359","432.4","390.7","417.8","-1232.1","540.7","426.9","512.6","587.5","984.5","495.9","626.4","652.5","687.7","574.9","754.6","801.7","751.5","653.1","690.9","789.4","2250.1","659.8","852","756.1","760.4","658.6","1373.2","802.4","885.3","324.8","-678.1","392.7","622.2","659.4","1154.1","1764.6","816.1","675","913.7","878.6"
"cfo_da","74.107","82.81699999999999","78.05","90.676","88.592","98.377","94.074","96.261","98.289","101.553","105.011","109.785","116.335","119.578","125.572","130.406","139.8","146.3","145.3","173.1","141","141.2","141","140.1","138.2","134.3","132","136.3","135.3","136.3","136.6","141.8","143.6","144.3","139.8","152.9","156.8","161.3","161.2","176.3","180.1","184.1","189.8","194.4","216.3","227.9","249.1","240.5","247.3","262","258.9","261.9","263.2","266.6","266.6","270.7","272.4","345.2","343.9","344.4","350.8","372.7","360.1","365.7","369.2","377.7","377.1","379.2","388.4","384.5","373.3","377.9","386.4","391.3","391.3","360.4"
"cfo_receivables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","-46.6","4.9","-48","-26.1","-2.5","9.6","-60.7","-9.300000000000001","-4.8","-17.3","-51.4","-65.09999999999999","25.3","0.3","-16.1","-128.7","83.09999999999999","5.5","-56.7","1.3","3.9","-20.1","145.9","-28.8","38.6","-79.90000000000001","-127.6","-22.9","-37.8","74.09999999999999","-16.1","19.6","-6.8","-25.9","-29.9","-91.59999999999999","29.5","-183.4","-80.59999999999999"
"cfo_inventory","39.45","-2.543","-78.185","-36.384","46.487","-27.593","-91.18600000000001","-49.326","93.348","-1.373","-98.64700000000001","-78.855","91.29300000000001","-30.74","-77.28700000000001","-31.842","111.9","-24.1","-55.2","-33.2","99.09999999999999","-39.2","-72.3","40.9","120.7","54","-11.1","-40.4","-77.59999999999999","-148.6","-82.3","-113.8","-157.7","-78.8","-48.6","11.8","150.1","-11.5","-49.8","63.7","167.9","-11.7","-71","-70.90000000000001","92","-52.4","-103.9","-143.6","60.6","-45.3","-31","-51.8","146.4","-101","-26.3","-5.1","71.2","-60.9","-31.8","-19.7","44.8","-95.8","-89.5","-32.5","122.8","-85.90000000000001","-88.59999999999999","40.8","90.09999999999999","-38.8","-42.9","-58.2","-36","-288.9","-232.4","-83.7"
"cfo_prepaid_expenses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9","-150","63","43.6","-64.2","-47.6","75.59999999999999","16.5","24.5","-10.6","-41.8","104.2","38.8","-43.2","-5.6","428.3","14.9","17.9","67.09999999999999","161.6","9.800000000000001","-80.40000000000001","11.3","308.1","12.6","-224.2","87","104.6","-108.6","-569.1","-16.6","-145.2","847.3","-72.7","57","90.40000000000001","-28.5","-219.2","-244.4","174.6","5.2","134.5","","","64.59999999999999","-185.3","",""
"cfo_other_working_capital","157.716","-85.554","14.224","55.46","73.593","-16.776","48.937","-12.466","272.716","-44.566","42.761","36.558","275.645","-184.662","73.20099999999999","43.679","344.4","-325.5","98.90000000000001","-41.7","295.1","-169.9","50.2","26.2","209.5","-231.5","56.1","-48.3","151.2","-141.9","37.4","46.1","102.1","-260","32","184.7","235","-155.1","147.1","347.3","-2312.5","-157","176.4","-269.6","410.1","-96.40000000000001","-53.4","47.7","440.7","-241.7","20.8","7.5","390.3","-232.6","2.3","32.5","350.5","27.1","-1.6","7287.4","647","-291.7","575.2","166.9","108.1","-2158.9","-249.7","-44.8","178.1","-643.8","-42.9","-39.5","261.4","-879.5","-82.40000000000001","-344.7"
"cfo_change_in_working_capital","197.166","-88.09699999999999","-63.961","19.076","120.08","-44.369","-42.249","-61.792","366.064","-45.939","-55.886","-42.297","366.938","-215.402","-4.086","11.837","456.3","-349.6","43.7","-74.90000000000001","394.2","-209.1","-22.1","67.09999999999999","330.2","-177.5","45","-88.7","94.5","-440.5","18.1","-24.1","-119.8","-386.4","59","213","431","-223.8","60.4","467.2","-2131.9","-214.4","109.4","27.1","507.7","-135.7","-107.5","14.3","446","-342.1","1.4","247.7","420.6","-474.7","68.5","75.3","314.4","-599","-70.09999999999999","7268.4","1510.3","-421.6","462.8","97.2","179.5","-2501.8","-508.6","154.5","293","-554.9","-111.7","-127.6","198.4","-1324.2","-498.2","-509"
"cfo_deferred_tax","-7.024","-3.416","5.901","0.769","-13.623","-7.323","-16.538","6.231","-26.291","-30.84","-17.963","-9.23","-21.277","-15.885","-3.297","3.133","-22.1","6.4","-73.90000000000001","-27.5","-1.9","-28","-18.9","-20.8","1","-4.7","-1.5","-36.8","53.7","-4.6","9.300000000000001","47.8","30","14.6","-11","27.5","16.7","-23.6","10.8","-1049.8","35.7","0.4","-4","-21.9","100","-40","-15.9","-22.9","225.2","35","84.5","-79","56.4","6.4","12.3","20","744.8","-12.2","31.1","-48.8","-354.6","-359.9","-529","-251.9","10.4","37.3","-27.7","-45.8","-6.1","-19.1","-88","-33","-0.3","28.7","6.6","-72.8"
"cfo_stock_comp","","","","","","","","","","","","","","","","","","","","","22.3","20.2","20.6","20.1","24.3","29.1","28.5","31.7","36.5","34.7","37","37","39.8","36.2","38.8","38.8","37.4","33.5","34.7","36.7","47.8","43.8","51","40.6","51.9","52.3","52","53.6","57.3","51.3","49.8","59.7","55","49.9","43.8","27.3","61.4","55.1","68.5","65.3","97.3","94.8","63.3","52.6","90.3","56.3","41.4","60.6","99.3","76","80","63.8","95.8","53.4","57.4","64.90000000000001"
"cfo_other_noncash_items","10.067","18.521","8.129","51.257","73.901","16.774","20.98","-0.83099999999996","-3.356","1.04","-2.878","20.312","11.461","20.279","25.489","-12.498","25.5","45.7","205.2","103.9","73.2","72.5","32.5","12.3","31.5","-9.9","5.1","8.5","5.999999999999901","7.7","-23.8","-74.90000000000001","-9.5","-9.500000000000101","-8.699999999999999","-167.8","-7.0000000000002","-32.9","-19.6","2472.2","-74.3","-22.4","-8.6999999999999","-86.5","-435.2","-24.7","-25.8","31.9","-27.5","-31.6","-67.8","139","-16.9","-39.4","85.2","-89.90000000000001","-1809.1","5.6","-9.499999999999801","48","14.8","45.8","-561","42.2","301.4","344.4","428.2","549.5","438.9","337.9","341.2","-525","374.5","337.7","394","377.6"
"cf_cfo","384.451","88.70999999999999","127.502","262.255","413.66","163.884","181.78","163.591","608.862","153.13","173.782","195.859","678.409","59.41","302.021","291.381","807.6","-42.5","313.6","180","693.5","21.9","301.3","372.3","768.7","189.1","417.6","329.5","673.6","-4.1","457.2","485.7","466.3","109.3","551.3","623.4","1067.3","305.2","665.3","870.5","-1401.9","418.4","850.1","741.2","1425.2","575.7","778.3","969.9","1636","549.5","1081.4","1431","1529.8","461.9","1167.3","1092.8","1834","454.5","1215.9","8433.4","2379","390.4","1169.4","1108.2","1836.1","-1361.3","-367.7","1490.7","1835.7","883.8","1748.9","1520.7","1870.9","161.9","1264.8","1099.7"
