"period_end_date","2003-03","2003-06","2003-09","2003-12","2004-03","2004-06","2004-09","2004-12","2005-03","2005-06","2005-09","2005-12","2006-03","2006-06","2006-09","2006-12","2007-03","2007-06","2007-09","2007-12","2008-03","2008-06","2008-09","2008-12","2009-03","2009-06","2009-09","2009-12","2010-03","2010-06","2010-09","2010-12","2011-03","2011-06","2011-09","2011-12","2012-03","2012-06","2012-09","2012-12","2013-03","2013-06","2013-09","2013-12","2014-03","2014-06","2014-09","2014-12","2015-03","2015-06","2015-09","2015-12","2016-03","2016-06","2016-09","2016-12","2017-03","2017-06","2017-09","2017-12","2018-03","2018-06","2018-09","2018-12","2019-03","2019-06","2019-09","2019-12","2020-03","2020-06","2020-09","2020-12","2021-03","2021-06","2021-09","2021-12","2022-03","2022-06","2022-09"
"total_equity_growth","2","0.13","0.2","0.26","0.25","0.24","0.38","0.39","0.34","0.35","0.23","0.45","0.5600000000000001","1.23","1.17","0.83","0.82","0.21","0.12","0.04","-0.18","-0.12","-0.25","-0.19","-0.03","-0.17","-0.29","-0.43","-0.58","-0.46","-1","0.46","0.88","0.89","","1.22","1.41","1.06","0.85","0.16","0.23","0.61","0.68","0.79","0.82","0.46","0.43","0.39","0.29","0.26","0.26","0.2","0.21","0.19","0.17","0.21","0.28","0.29","0.32","0.34","0.35","0.44","0.51","0.46","0.42","0.36","0.37","0.45","0.47","0.53","0.51","0.46","0.53","0.49","0.48","0.43","0.36","0.38","0.34"
"cfo_growth","0.97","1.91","0.99","1.17","1.64","0.35","1.24","-0.04","-0.13","0.14","-0.34","0.95","0.5600000000000001","0.46","0.89","0.47","0.37","0.23","0.26","-0.01","0.02","0.41","-0.54","0.07000000000000001","0.02","-0.18","1.18","0.15","0.18","-0.2","-0.46","-0.09","0.51","0.43","0.17","-0.32","-0.84","-0.78","-1.06","-1.21","-1.64","0.75","12.86","3.96","3.97","0.65","-2.08","-1.93","-4.5","-4.24","-4.23","-5.36","-0.79","-0.25","-1.36","-1.28","-0.5","-1.36","0.09","0.12","0.31","0.03","-0.65","-1.53","-0.6","-0.05","0.27","-0.18","1.68","2.91","3.52","0.91","1.99","-1.06","-0.93","-1.93","0.19","2.61","5.76"
"capex_growth","-0.14","-4.55","-1.43","-1.32","0.8100000000000001","0.93","0.79","-3.62","-3.08","-46.13","-7.68","0.66","-5.61","0.29","3.94","-4.01","-1.38","-0.39","0.58","0.9399999999999999","0.85","-1.05","-0.05","0.28","0.47","0.95","-1.09","-2","0.03","0.18","0.27","0.36","-1.55","-0.52","-0.92","0.26","0.71","0.61","0.23","-1","-1.54","-1.41","","-0.08","-0.1","-1.46","-0.9399999999999999","0.33","0.02","-0.39","-0.8","0.17","0.35","0.61","0.28","-3.75","-5.23","-5.03","-0.24","0.65","0.29","0.58","-0.16","-2.25","-0.62","-0.45","-0.15","-0.54","-0.62","-2.58","-1.42","-0.38","0.17","0.22","-0.52","-0.12","-0.5","0.18","0.49"
"fcf_growth","7.83","-0.07000000000000001","0.49","0.86","4.21","6.08","4.9","-9.51","-0.25","-2.02","-0.85","1.32","-0.51","1.17","18.43","-4.83","-2.5","-1.18","0.44","1.84","3.88","-43.36","-0.24","0.12","0.14","2.55","-0.54","-0.01","0.2","-0.2","-0.49","-0.01","0.41","0.42","0.02","-0.33","-0.86","-0.79","-1.39","-1.64","-2.7","0.61","2.74","1.52","1.94","0.4","-3.45","-3.94","-7.1","-6.78","-3","-3.77","-0.6899999999999999","-0.14","-1.09","-1.4","-0.67","-1.53","0.07000000000000001","0.18","0.31","0.09","-0.61","-1.56","-0.61","-0.07000000000000001","0.25","-0.2","1.37","2.54","3.11","0.82","3.3","-1.19","-1.07","-0.99","0.15","1.07","6.55"
"shares_eop","321.685","335.422","339.186","355.946","360.823","364.849","366.124","369.124","370.752","373.984","377.734","383.29","388.572","475.557","477.079","480.287","481.334","473.467","459.672","454.39","430.852","433.374","413.84","412.037","409.465","401.91","382.499","374.081","365.833","366.507","365.802","369.474","367.634","367.754","367.529","387.79","388.609","388.74","388.819","389.11","393.008","412.457","414.805","417.249","419.582","420.637","421.725","422.911","424.345","426.005","427.388","427.94","428.289","428.725","429.145","430.054","430.993","431.75","432.731","433.393","434.657","435.457","436.085","436.599","437.192","437.835","438.251","438.807","439.781","441.015","441.795","442.895","443.384","442.596","442.952","443.963","444.274","444.706","444.706"
"dividends","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"price_to_earnings","-22.25","-145.49","1044.99","318.77","567.39","701.0599999999999","44.02","30.08","30.94","41.66","149.32","35.29","29.12","27.78","21.41","36.11","29.21","20.82","20.63","25.82","30.32","22.57","23.99","21.19","27.27","24.26","23.44","25.41","30.63","41.57","58.59","57.65","66.14","64.64","24.99","16.98","39.58","38.3","68.02","300.14","435.08","260.62","254.9","195.26","129.59","129.54","117.23","77.34999999999999","106.42","207.48","271.03","399.11","345.84","278.11","259.29","285.2","188.9","178.16","177.65","148.85","191.37","172.25","129.2","96.48","123.21","139.67","82.95","76.05","73.98999999999999","74.84","78.72","86.73","61.53","53.23","53.52","52.28","33.24","15.26","20.76"
"price_to_book","5.12","6.26","7.76","12.35","15.48","15.38","5.56","4.16","3.78","5.41","7.84","6.56","6.76","5.05","4.01","4.28","3.69","2.95","3.13","4.02","6","4.14","5.62","5.07","7.25","7.32","10.87","14.78","26.25","32.2","","31.96","45.29","41.32","15.31","5.97","9.619999999999999","5.52","4.22","6.91","13.07","11.25","15.21","16.46","14.27","16.45","15.76","11.11","13.23","19.67","20.36","22.01","18.89","16.23","16.72","19.87","21.42","20.73","23.5","23.23","31.93","37.91","32.57","22.31","27.33","26.34","17.09","18.73","19.64","21.5","21.38","21.64","17.95","16.86","17.65","16.88","9.49","4.08","5.1"
"price_to_sales","2.62","3","3.45","5.11","5.54","5.01","1.82","1.3","1.04","1.49","2.23","2.17","2.13","2.23","1.7","1.78","1.48","1.15","1.15","1.43","1.74","1.28","1.4","1.29","1.75","1.58","1.59","1.76","2.18","3.02","4.21","4.29","5.23","5.2","2.03","1.2","1.9","1.1","0.85","1.43","2.82","3.15","4.42","5.02","4.57","5.41","5.23","3.75","4.35","6.54","6.85","7.22","6.11","5.14","5.17","6.03","6.7","6.33","7.18","7.12","10.06","12.28","10.95","7.4","9.380000000000001","9.119999999999999","6.21","7.04","7.72","8.869999999999999","9.27","9.58","8.76","8.470000000000001","9.44","9.01","5.47","2.51","3.33"
"price_to_tangible_book","5.44","6.56","8.050000000000001","12.68","15.8","15.62","5.62","4.18","3.79","5.41","7.86","8.789999999999999","9.85","5.06","5.27","5.73","5.01","3.97","4.25","5.81","10.15","4.14","9.02","7.08","7.25","10.6","19.77","14.78","26.25","69.39","","31.96","45.29","-151.32","-32.7","-9.5","9.619999999999999","5.52","-4.66","-6.76","-13.91","-21.57","-30.33","-28.97","-30.1","-35.82","-29.97","-22.54","-18","-24.85","-25.59","-23.43","-14.88","-11.79","-10.19","-11.59","-12.6","-10.81","-12.19","-12.25","-17.6","-21.87","-19.43","-12.03","-10.27","-10.15","-7.16","-8.390000000000001","-9.800000000000001","-12.68","-14.99","-16.73","-17.58","-17.41","-19.79","-17.75","-12.19","-5.78","-8.550000000000001"
"price_to_fcf","22.4","29.96","35.26","51.29","32.89","23.55","6.82","18.52","21.42","-25.49","-18.88","62.57","141.34","38.51","8.74","27.99","47.62","48.51","15.75","6.83","6.62","5.78","7.89","7.32","10.13","6.6","9","10.55","13.24","20.53","34.78","38.23","45.96","46.8","20.12","14.32","35.01","31.51","42.33","-275.41","-185.13","-261.36","-1832.56","502.36","231.67","261.14","1427.16","-387.62","-116.58","-86.59","-69.28","-58.22","-46.71","-40.62","-34.64","-33.66","-36.59","-30.66","-37.81","-42.46","-69.89","-95.62","-79.25","-40.94","-51.61","-52.58","-40.78","-45.21","-65.06","-190.11","342.25","124.14","93.89","168.17","1787.45","-2026.6","-6266.07","485.39","146.03"
"market_cap","466.44325","613.82226","814.0463999999999","1391.74886","1757.20801","1875.32386","805.4728","649.65824","574.6656","890.08192","1401.39314","1483.3323","1608.68808","1849.91673","1550.50675","1772.25903","1593.21554","1311.50359","1360.62912","1726.682","2132.7174","1612.15128","1825.0344","1759.39799","2510.02045","2375.2881","2524.4934","2944.01747","3852.22149","5688.18864","8475.63234","9273.797399999999","12488.52698","13801.80762","5946.61922","3839.121","6384.84587","3801.8772","3025.01182","5147.9253","10626.93632","12439.70312","18321.93685","21947.2974","21100.77878","26474.89278","27180.17625","20638.0568","25261.25785","39980.56925","44132.08488","48947.7772","43783.98447","39219.763","42292.23975","53240.6852","63705.07533","64507.7675","78194.4917","83194.12028","128375.94495","170450.93351","163152.48105","116860.08834","155885.17952","160825.5522","117284.73262","141984.78099","165137.7655","200679.4656","220910.75385","239486.61335","231295.69744","233783.63316","270351.32368","267461.06972","166420.59766","77765.73822","104701.58064"
"period_end_price","1.45","1.83","2.4","3.91","4.87","5.14","2.2","1.76","1.55","2.38","3.71","3.87","4.14","3.89","3.25","3.69","3.31","2.77","2.96","3.8","4.95","3.72","4.41","4.27","6.13","5.91","6.6","7.87","10.53","15.52","23.17","25.1","33.97","37.53","16.18","9.9","16.43","9.779999999999999","7.78","13.23","27.04","30.16","44.17","52.6","50.29","62.94","64.45","48.8","59.53","93.84999999999999","103.26","114.38","102.23","91.48","98.55","123.8","147.81","149.41","180.7","191.96","295.35","391.43","374.13","267.66","356.56","367.32","267.62","323.57","375.5","455.04","500.03","540.73","521.66","528.21","610.34","602.4400000000001","374.59","174.87","235.44"
