Symbol,revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
NFLX,277.233,107.885,18.688,14.86,14.86,479.43,492.954,400.43,428.418,100.846,55.503,19.95,608.779,193.447,194.568,414.211,608.779,14.86,87.111,-177.66,68.803,-177.66,-90.549,414.211,309.303,0.39,1.47,480.287,2006-12
NFLX,305.32,110.348,11.215,9.864,9.864,480.851,494.704,218.458,426.273,109.795,64.452,20.248,625.11,191.721,192.906,432.204,625.11,9.864,63.029,-80.928,65.2,-80.928,-17.899,432.204,318.067,0.36,1.45,481.334,2007-03
NFLX,303.693,107.0,38.273,25.494,25.494,476.217,489.237,184.182,410.57,112.698,67.355,20.473,612.3,167.033,168.219,444.081,612.3,25.406,65.329,-66.321,94.756,-66.321,-0.99200000000001,444.081,330.179,0.35,1.38,473.467,2007-06
NFLX,293.972,99.519,21.552,15.732,15.732,465.283,476.63,179.804,418.318,116.959,71.616,20.009,624.197,187.832,189.759,434.438,624.197,15.906,77.373,118.482,75.253,118.482,195.855,434.438,320.184,0.34,1.44,459.672,2007-09
NFLX,302.355,102.305,20.121,15.776,15.776,455.945,468.496,177.439,416.532,143.557,77.326,57.179,683.492,213.399,253.68,429.812,683.492,15.776,86.092,-10.413,80.938,-10.413,75.679,429.812,297.357,0.34,1.59,454.39,2007-12
NFLX,326.183,103.378,14.477,13.344,13.344,439.432,453.88,168.989,326.162,153.228,86.997,27.158,585.678,226.964,230.245,355.433,585.678,13.344,64.062,-12.431,78.631,-12.431,51.631,355.433,210.072,0.32,1.65,430.852,2008-03
NFLX,337.614,107.527,34.201,26.579,26.579,432.474,446.999,144.289,359.154,337.66,256.481,30.388,646.023,205.377,256.561,389.462,646.023,26.579,91.952,-135.96,99.717,-135.96,-44.008,389.462,389.462,0.32,1.66,433.374,2008-06
NFLX,341.269,116.773,34.074,20.371,20.371,422.856,435.904,111.524,301.375,218.291,128.541,30.525,582.999,207.889,258.166,324.833,582.999,20.371,35.923,112.072,89.895,112.072,147.995,324.833,202.275,0.34,1.79,413.84,2008-09
NFLX,359.595,126.749,37.921,22.732,22.732,412.237,422.59,139.881,358.925,223.786,124.948,33.004,615.424,216.017,268.269,347.155,615.424,22.732,92.1,-7.471,94.641,-7.471,84.629,347.155,248.608,0.35,1.77,412.037,2008-12
NFLX,394.098,134.83,35.374,22.363,22.363,411.138,424.963,115.131,364.88,231.441,123.817,139.981,628.678,226.713,282.366,346.312,628.678,22.363,65.633,-6.572,93.853,-6.572,59.061,346.312,346.312,0.34,1.82,409.465,2009-03
NFLX,408.509,139.266,52.782,32.443,32.443,405.104,417.62,87.471,342.564,120.346,120.346,28.767,591.993,211.186,267.622,324.371,591.993,32.443,75.302,-6.933,115.03,-6.933,68.369,324.371,224.055,0.34,1.83,401.91,2009-06
NFLX,423.12,147.846,49.337,30.141,30.141,393.022,405.566,55.717,234.962,122.119,122.119,30.511,492.131,203.522,259.929,232.202,492.131,30.141,78.311,-9.994,115.645,-9.994,68.317,232.202,127.663,0.35,2.12,382.499,2009-09
NFLX,444.542,169.056,48.789,30.913,30.913,374.584,387.681,134.224,411.013,265.947,131.653,137.068,679.734,227.436,480.591,199.143,679.734,30.913,105.817,-22.433,-100.202,-22.433,83.384,199.143,199.143,0.38,3.41,374.081,2009-12
NFLX,493.665,186.503,58.345,32.272,32.272,370.377,383.425,79.861,379.538,270.977,127.165,141.59,648.293,243.447,501.558,146.735,648.293,32.272,77.205,-6.393,131.496,-6.393,70.812,146.735,146.735,0.38,4.42,365.833,2010-03
NFLX,519.819,204.885,77.342,43.519,43.519,367.402,380.268,107.327,441.218,276.304,123.292,34.796,693.972,258.167,517.332,176.64,693.972,43.519,60.252,-5.671,151.794,-5.671,54.581,176.64,81.974,0.39,3.93,366.507,2010-06
NFLX,595.922,205.132,78.453,47.095,47.095,368.102,379.351,194.499,637.231,265.149,128.57,216.266,982.067,388.579,691.903,290.164,982.067,47.095,96.717,-14.431,183.721,-14.431,82.286,290.164,290.164,0.34,3.38,369.474,2010-12
NFLX,718.553,280.402,102.24,60.233,60.233,369.313,379.722,150.419,721.602,276.51,134.8,233.786,1090.188,490.318,814.466,275.722,1090.188,60.233,116.323,-16.32,224.993,-16.32,100.003,275.722,275.722,0.39,3.95,367.634,2011-03
NFLX,788.61,298.632,115.114,68.214,68.214,367.29,377.363,175.207,969.444,288.141,136.948,39.055,1570.693,726.709,1236.659,334.034,1570.693,68.214,86.392,-8.626,293.762,-8.626,77.766,334.034,-91.212,0.38,4.7,367.754,2011-06
NFLX,821.839,285.222,96.842,62.46,62.46,367.983,377.09,159.199,1190.113,305.345,143.993,57.242,1961.558,967.966,1573.206,388.352,1961.558,62.46,49.531,-14.08,319.201,-14.08,35.451,388.352,-181.858,0.35,5.05,367.529,2011-09
NFLX,875.575,300.42,61.872,35.219,35.219,375.137,388.164,508.053,1830.857,306.038,136.353,55.052,3069.196,1225.055,2426.386,642.81,3069.196,35.219,65.466,-10.656,377.731,-10.656,54.81,642.81,-404.124,0.34,4.77,387.79,2011-12
NFLX,869.791,245.858,-1.935,-4.584,-4.584,388.192,388.192,395.992,2058.741,306.284,128.197,1293.521,3480.459,1446.666,2817.057,663.402,3480.459,-4.584,19.109,-4.766,369.178,-4.766,14.343,663.402,663.402,0.28,5.25,388.609,2012-03
NFLX,889.163,245.735,16.154,6.164,6.164,388.682,411.663,402.251,2137.785,310.298,124.644,1215.861,3478.29,1498.844,2790.064,688.226,3478.29,6.164,19.407,-3.359,419.502,-3.359,16.048,688.226,688.226,0.28,5.05,388.74,2012-06
NFLX,905.089,242.451,16.135,7.675,7.675,388.787,411.103,370.298,2225.018,329.833,133.603,83.646,3808.833,1598.223,3091.993,716.84,3808.833,7.675,-2.925,-10.808,451.342,-10.808,-13.733,716.84,-649.726,0.27,5.31,388.819,2012-09
NFLX,945.239,223.18,19.638,7.897,7.897,388.92,413.903,290.291,2240.791,336.037,131.681,89.409999999999,3967.89,1675.926,3223.217,744.673,3967.89,7.897,-14.005,-21.345,512.053,-21.345,-35.35,744.673,-761.335,0.24,5.33,389.11,2012-12
NFLX,1023.961,287.009,31.822,2.689,2.689,391.804,421.022,418.051,2557.1,337.751,129.319,100.196,4363.289,1688.714,3550.37,812.919,4363.289,2.689,-12.25,-12.118,547.85,-12.118,-24.368,812.919,-763.755,0.28,5.37,393.008,2013-03
NFLX,1069.372,308.698,57.117,29.471,29.471,407.344,424.13,370.678,2570.322,347.704,127.931,100.296,4480.751,1670.264,3375.129,1105.622,4480.751,29.471,33.943,-8.088,597.102,-8.088,25.855,1105.622,-576.58,0.29,4.05,412.457,2013-06
NFLX,1105.999,307.099,57.12,31.822,31.822,413.756,426.93,439.056,2849.278,344.419,127.263,116.397,4901.325,1935.136,3696.955,1204.37,4901.325,31.822,34.693,-10.828,639.512,-10.828,23.865,1204.37,-604.017,0.28,4.07,414.805,2013-09
NFLX,1175.23,354.553,82.288,48.421,48.421,416.391,429.17,604.965,3058.763,357.196,133.605,129.124,5412.563,2154.203,4079.002,1333.561,5412.563,48.421,41.445,-23.109,685.563,-23.109,18.336,1333.561,-757.51,0.3,4.06,417.249,2013-12
NFLX,1270.089,400.903,97.595,53.115,53.115,418.719,430.836,1157.45,3586.784,368.104,133.473,148.375,6048.106,2263.653,4569.748,1478.358,6048.106,53.115,36.359,-13.334,726.833,-13.334,23.025,1478.358,-701.116,0.32,4.09,419.582,2014-03
NFLX,1340.407,425.559,129.6,71.018,71.018,419.974,431.441,1214.244,3668.38,386.805,141.715,166.931,6325.822,2335.124,4716.117,1609.705,6325.822,71.018,56.024,-19.869,798.537,-19.869,36.155,1609.705,-739.091,0.32,3.93,420.637,2014-06
NFLX,1409.432,455.038,110.407,59.295,59.295,421.194,432.742,1183.217,3823.482,396.554,144.147,178.818,6778.329,2548.655,5053.455,1724.874,6778.329,59.295,-37.439,-21.032,829.187,-21.032,-58.471,1724.874,-907.008,0.32,3.93,421.725,2014-09
NFLX,1484.728,470.396,65.046,83.371,83.371,422.26,432.527,1113.608,3927.053,414.691,149.875,192.246,7042.5,2663.154,5184.792,1857.708,7042.5,83.371,-38.461,-15.491,829.889,-15.491,-53.952,1857.708,-915.618,0.32,3.79,422.911,2014-12
NFLX,1573.129,526.728,97.456,23.696,23.696,423.624,433.809,2454.777,5539.056,423.055,145.816,243.401,9240.626,3008.849,7331.412,1909.214,9240.626,23.696,-127.382,-13.036,883.326,-13.036,-140.418,1909.214,-1403.139,0.33,4.84,424.345,2015-03
NFLX,1644.694,522.942,74.835,26.335,26.335,425.34,436.097,2293.872,5600.51,453.169,171.396,242.188,9654.861,3220.069,7622.786,2032.075,9654.861,26.335,-181.343,-27.538,933.829,-27.538,-208.881,2032.075,-1608.692,0.32,4.75,426.005,2015-06
NFLX,1738.355,564.397,73.641,29.432,29.432,426.869,437.606,2115.437,5569.713,472.305,181.268,273.496,9916.267,3341.418,7748.949,2167.318,9916.267,29.432,-195.969,-37.82,979.68,-37.82,-233.789,2167.318,-1724.472,0.32,4.58,427.388,2015-09
NFLX,1823.333,573.968,59.894,43.178,43.178,427.689,438.277,1809.33,5431.84,470.758,173.412,284.802,10202.871,3529.624,7979.445,2223.426,10202.871,43.178,-244.745,-12.854,1056.036,-12.854,-257.599,2223.426,-2089.391,0.31,4.59,427.94,2015-12
NFLX,1957.736,588.196,49.453,27.658,27.658,428.117,437.993,1605.244,5543.836,471.501,166.254,292.024,11262.274,3933.632,8945.041,2317.233,11262.274,27.658,-228.59,-8.425,1143.213,-8.425,-237.015,2317.233,-2942.927,0.3,4.86,428.289,2016-03
NFLX,2105.204,632.106,70.37,40.755,40.755,428.483,438.154,1390.925,5386.918,474.209,162.864,300.787,11593.507,4051.837,9177.673,2415.834,11593.507,40.755,-226.293,-10.814,1279.883,-10.814,-237.107,2415.834,-3327.104,0.3,4.8,428.725,2016-06
NFLX,2290.188,757.344,106.036,51.517,51.517,428.937,438.389,969.158,5193.893,505.958,191.876,283.895,12347.338,4411.405,9818.372,2528.966,12347.338,51.517,-461.941,-27.366,1363.838,-27.366,-489.307,2528.966,-4148.708,0.33,4.88,429.145,2016-09
NFLX,2477.541,595.561,153.934,66.748,66.748,429.746,440.068,1467.576,5720.291,544.604,250.395,341.423,13586.61,4586.657,10906.81,2679.8,13586.61,66.748,-557.16,-61.048,1517.837,-61.048,-618.208,2679.8,-4594.701,0.24,5.07,430.054,2016-12
NFLX,2636.635,979.611,256.942,178.222,178.222,430.6,445.458,1077.824,5660.33,566.683,275.083,394.571,14359.096,4911.229,11385.413,2973.683,14359.096,178.222,-343.856,-52.523,1596.272,-52.523,-396.379,2973.683,-5055.429,0.37,4.83,430.993,2017-03
NFLX,2785.464,883.156,127.807,65.6,65.6,431.396,446.262,1918.777,6700.785,615.881,309.831,428.133,16517.223,5122.945,13404.723,3112.5,16517.223,65.6,-534.528,-65.231,1713.663,-65.231,-599.759,3112.5,-5965.974,0.32,5.31,431.75,2017-06
NFLX,2984.859,991.879,208.627,129.59,129.59,432.404,447.362,1746.469,6385.348,644.222,322.421,504.067,16951.54,5310.677,13624.179,3327.361,16951.54,129.59,-419.607,-33.963,1868.601,-33.963,-453.57,3327.361,-6412.343,0.33,5.09,432.731,2017-09
NFLX,3285.755,805.067,245.303,185.517,185.517,433.121,448.155,2822.795,7669.974,641.218,319.404,652.309,19012.742,5466.312,15430.786,3581.956,19012.742,185.517,-487.957,-21.585,1929.871,-21.585,-509.542,3581.956,-6789.099,0.25,5.31,433.393,2017-12
NFLX,3700.856,1400.277,446.578,290.124,290.124,434.174,450.359,2593.666,7817.576,679.798,341.932,678.486,20152.797,6005.587,16132.067,4020.73,20152.797,290.124,-236.757,-37.17,2225.597,-37.17,-273.927,4020.73,-7294.073,0.38,5.01,434.657,2018-03
NFLX,3907.27,1504.839,462.213,384.349,384.349,435.097,451.552,3906.357,9346.889,689.942,349.646,674.932,22663.537,6079.641,18166.937,4496.6,22663.537,384.349,-518.239,-27.323,2310.92,-27.323,-545.562,4496.6,-7795.47,0.39,5.04,435.457,2018-06
NFLX,3999.374,1468.246,480.668,402.835,402.835,435.809,451.919,3067.534,8729.981,727.115,371.152,856.653,23366.229,6298.24,18356.576,5009.653,23366.229,402.835,-690.411,-39.333,2423.555,-39.333,-729.744,5009.653,-8398.79,0.37,4.66,436.085,2018-09
NFLX,4186.841,1453.441,215.767,133.934,133.934,436.397,451.127,3794.483,9694.135,786.8,418.281,910.843,25974.4,6487.32,20735.635,5238.765,25974.4,133.934,-1235.072,-70.12,2260.399,-70.12,-1305.192,5238.765,-9712.376,0.35,4.96,436.599,2018-12
NFLX,4520.992,1650.378,459.084,344.052,344.052,436.947,451.922,3348.557,4168.907,805.395,434.372,1726.568,27218.632,6857.807,21515.574,5703.058,27218.632,344.052,-379.799,-60.381,2607.331,-60.381,-440.18,5703.058,-15185.727,0.37,4.77,437.192,2019-03
NFLX,4923.116,1917.459,706.419,270.65,270.65,437.587,452.195,5004.247,5877.157,837.511,452.399,1896.043,30171.339,6933.984,24065.791,6105.548,30171.339,270.65,-543.754,-39.584,2963.83,-39.584,-583.338,6105.548,-15840.192,0.39,4.94,437.835,2019-06
NFLX,5244.905,2146.986,980.239,665.244,665.244,438.09,451.552,4435.018,5327.758,884.596,481.992,1896.967,30941.711,7257.9,24080.206,6861.505,30941.711,665.244,-501.794,-45.333,3286.92,-45.333,-547.127,6861.505,-16373.489,0.41,4.51,438.251,2019-09
NFLX,5467.434,2001.411,458.512,586.97,586.97,438.555,451.372,5018.437,6178.504,981.226,565.221,2727.42,33975.712,6855.696,26393.555,7582.157,33975.712,586.97,-1461.975,-107.737,3065.999,-107.737,-1569.712,7582.157,-16922.41,0.37,4.48,438.807,2019-12
NFLX,5767.691,2167.99,958.256,709.067,709.067,439.352,452.494,5151.884,6447.781,1087.011,650.455,2694.785,35059.91,7853.725,26650.616,8409.294,35059.91,709.067,259.912,-98.015,3470.158,-98.015,161.897,8409.294,-16857.595,0.38,4.17,439.781,2020-03
NFLX,6148.286,2504.579,1357.928,720.196,720.196,440.569,453.945,7153.248,8564.139,1212.147,751.941,2704.084,37175.281,7626.418,27840.528,9334.753,37175.281,720.196,1041.076,-141.741,3991.748,-141.741,899.335,9334.753,-15820.364,0.41,3.98,441.015,2020-06
NFLX,6435.637,2567.886,1314.863,789.976,789.976,441.526,455.088,8392.391,9826.48,1302.303,828.118,2900.312,38622.543,7939.795,28289.22,10333.323,38622.543,789.976,1263.761,-109.811,4077.195,-109.811,1153.95,10333.323,-14734.31,0.4,3.74,441.795,2020-09
NFLX,6644.442,2479.282,954.242,542.156,542.156,442.23,455.294,8205.55,9761.58,1454.973,960.183,3174.646,39280.359,7805.785,28215.119,11065.24,39280.359,542.156,-137.672,-148.356,3968.81,-148.356,-286.028,11065.24,-14318.71,0.37,3.55,442.895,2020-12
NFLX,7163.282,3294.771,1959.856,1706.715,1706.715,443.224,455.641,8403.705,10107.508,1535.963,1015.419,2956.096,40123.014,7961.77,27238.934,12884.08,40123.014,1706.715,777.266,-81.001,4714.793,-81.001,696.265,12884.08,-13159.911,0.46,3.11,443.384,2021-03
NFLX,7341.777,3323.769,1847.63,1353.013,1353.013,443.159,455.129,7777.53,9604.276,1660.402,1107.437,2967.616,40970.969,7832.888,27107.098,13863.871,40970.969,1353.013,-63.761,-110.278,4692.867,-110.278,-174.039,13863.871,-13427.769,0.45,2.96,442.596,2021-06
NFLX,7483.467,3276.878,1755.253,1449.071,1449.071,442.778,454.925,7526.681,9415.787,1813.485,1220.114,3129.911,42739.857,8049.246,27425.24,15314.617,42739.857,1449.071,82.379,-167.327,4788.557,-167.327,-84.948,15314.617,-13659.428,0.44,2.79,442.952,2021-09
NFLX,7709.318,2469.743,631.77,607.429,607.429,443.464,455.798,6027.804,8069.825,1939.759,1323.453,4271.846,44584.663,8488.966,28735.415,15849.248,44584.663,607.429,-403.274,-165.979,4437.071,-165.979,-569.253,15849.248,-15070.291,0.32,2.81,443.963,2021-12
NFLX,7867.767,3583.062,1971.626,1597.447,1597.447,444.146,452.984,6008.946,8098.015,2073.895,1383.763,4657.206,45330.904,7739.656,27786.865,17544.039,45330.904,1597.447,922.839,-121.158,5212.593,-121.158,801.681,17544.039,-13647.881,0.46,2.58,444.274,2022-03
NFLX,7970.141,3279.386,1578.283,1440.951,1440.951,444.557,450.169,5819.449,7840.778,2026.816,1361.92,4615.038,46350.935,7500.022,27274.961,19075.974,46350.935,1440.951,102.75,-90.018,4923.136,-90.018,12.732,19075.974,-13457.225,0.41,2.43,444.706,2022-06
NFLX,7925.589,3136.924,1533.018,1398.242,1398.242,444.878,450.344,6113.733,8816.903,2082.776,1372.754,4595.19,47562.187,7765.924,27034.046,20528.141,47562.187,1398.242,556.81,-84.96,5271.798,-84.96,471.85,20528.141,-12249.199,0.4,2.32,444.706,2022-09
MRNA,32.816,32.816,-153.031,-141.426,-144.099,328.799,328.799,658.364,1563.006,276.433,211.977,14.176,1962.149,222.803,431.908,1530.241,1962.149,-141.426,-91.02,-13.637,-145.681,-13.637,-104.657,1530.241,1530.241,1.0,1.28,328.799,2018-12
MRNA,14.115,14.115,-141.641,-132.576,-132.576,328.81,328.81,502.934,1140.827,285.195,213.46,14.261,1806.207,159.159,360.174,1446.033,1806.207,-132.576,-144.268,-7.595,-134.325,-7.595,-151.863,1446.033,1446.033,1.0,1.25,328.853,2019-03
MRNA,10.03,10.03,-143.709,-134.94,-134.94,329.176,329.176,151.624,1097.418,287.736,208.509,14.32,1685.279,161.987,346.725,1338.554,1685.279,-134.94,-108.585,-10.586,-136.232,-10.586,-119.171,1338.554,1338.554,1.0,1.26,329.958,2019-06
MRNA,13.338,13.338,-130.764,-123.215,-123.215,330.769,330.769,173.711,1094.466,290.089,203.688,12.885,1590.899,147.842,339.092,1251.807,1590.899,-123.215,-107.093,-6.711,-123.511,-6.711,-113.804,1251.807,1251.807,1.0,1.27,332.495,2019-09
MRNA,10.517,10.517,-129.886,-123.269,-123.269,335.223,335.223,235.876,1128.804,382.493,287.909,12.722,1589.422,143.115,414.612,1174.81,1589.422,-123.269,-99.054,-7.108,-120.932,-7.108,-106.162,1174.81,1174.81,1.0,1.35,336.537,2019-12
MRNA,4.0,4.0,-131.0,-124.0,-124.0,353.0,353.0,391.72,1249.936,404.387,302.599,12.527,2067.541,134.582,426.667,1640.874,2067.541,-124.0,-106.0,-6.0,-124.0,-6.0,-112.0,1640.837,1640.837,1.0,1.26,370.103,2020-03
MRNA,29.0,29.0,-122.0,-117.0,-117.0,381.0,381.0,1761.629,2796.744,425.845,321.985,12.360999999999,3486.006,161.647,539.121,2946.885,3486.006,-117.0,-24.0,-19.0,-114.0,-19.0,-43.0,2946.885,2946.885,1.0,1.18,393.277,2020-06
MRNA,12.0,12.0,-235.0,-233.0,-233.0,395.0,395.0,1505.581,3577.211,480.583,368.593,13.099999999999,4650.873,1473.561,1891.075,2759.798,4650.873,-233.0,893.0,-19.0,-226.0,-19.0,874.0,2759.798,2759.798,1.0,1.69,395.391,2020-09
MRNA,229.0,221.0,-275.0,-273.0,-273.0,396.0,396.0,2624.0,6298.0,507.0,387.0,13.0,7337.0,4389.0,4776.0,2561.0,7337.0,-273.0,1264.0,-24.0,-268.0,-24.0,1240.0,2561.0,2561.0,0.97,2.86,398.788,2020-12
MRNA,1743.0,1550.0,1266.0,1221.0,1221.0,400.0,430.0,5442.0,11703.0,596.0,461.0,62.0,12694.0,8441.0,8856.0,3838.0,12694.0,1221.0,2971.0,-35.0,1281.0,-35.0,2936.0,3838.0,3838.0,0.89,3.31,401.0,2021-03
MRNA,4215.0,3465.0,3062.0,2780.0,2780.0,402.0,431.0,5603.0,10969.0,1102.0,898.0,79.0,16153.0,8840.0,9449.0,6704.0,16153.0,2780.0,4063.0,-30.0,3131.0,-30.0,4033.0,6704.0,6704.0,0.82,2.41,403.0,2021-06
MRNA,4829.0,4107.0,3558.0,3333.0,3333.0,404.0,434.0,5550.0,13425.0,1234.0,960.0,96.0,20923.0,9957.0,10799.0,10124.0,20923.0,3333.0,3276.0,-99.0,3628.0,-99.0,3177.0,10124.0,10124.0,0.85,2.07,405.0,2021-09
MRNA,6949.0,5997.0,5410.0,4868.0,4868.0,406.0,431.0,6848.0,16071.0,1735.0,1383.0,372.0,24669.0,9128.0,10524.0,14145.0,24669.0,4868.0,3310.0,-120.0,5488.0,-120.0,3190.0,14145.0,14145.0,0.86,1.74,403.0,2021-12
MRNA,5940.0,4923.0,4227.0,3657.0,3657.0,402.0,426.0,5048.0,16350.0,1904.0,1473.0,615.0,27609.0,9238.0,10534.0,17075.0,27609.0,3657.0,2763.0,-132.0,4306.0,-132.0,2631.0,17075.0,17075.0,0.83,1.62,400.0,2022-03
MRNA,4566.0,3185.0,2447.0,2197.0,2197.0,396.0,419.0,2873.0,13563.0,1912.0,1446.0,872.0,26043.0,6812.0,8058.0,17985.0,26043.0,2197.0,304.0,-87.0,2523.0,-87.0,217.0,17985.0,17985.0,0.7,1.45,392.0,2022-06
MRNA,3220.0,2120.0,1166.0,1043.0,1043.0,390.0,412.0,3027.0,14297.0,2712.0,2132.0,972.0,26056.0,6807.0,8064.0,17992.0,26056.0,1043.0,252.0,-89.0,1279.0,-89.0,163.0,17992.0,17992.0,0.66,1.45,387.0,2022-09
TSLA,18.585,1.781,-22.925,-24.242,-24.242,2099.745,2099.745,69.627,100.559,36.265,23.535,6.33,130.424,57.489,383.947,-253.523,130.424,-24.242,-29.007,-6.199,-20.99,-6.199,-35.206,-253.523,-253.523,0.1,-0.51,1396.64,2009-12
TSLA,28.405,6.261,-31.362,-38.517,-38.517,114.652,114.652,47.304,90.034,50.367,33.156,24.784,147.974,68.634,457.749,-309.775,147.974,-38.517,-20.247,-9.815,-28.879,-9.815,-30.062,-309.775,-309.775,0.22,-0.48,1396.64,2010-06
TSLA,31.241,9.296,-37.834,-34.935,-34.935,1384.061,1384.061,96.563,241.133,62.185,42.896,77.592,361.621,69.328,141.698,219.923,361.621,-34.934,-45.957,-7.768,-34.725,-7.768,-53.725,219.923,219.923,0.3,1.64,1398.8,2010-09
TSLA,36.286,11.321,-51.645,-51.358,-51.358,1423.626,1423.626,99.558,235.886,144.592,122.599,27.597,386.082,85.565,179.034,207.048,386.082,-51.358,-34.284,-82.358,-48.755,-82.358,-116.642,207.048,207.048,0.31,1.86,1423.63,2010-12
TSLA,49.03,18.028,-47.346,-48.941,-48.941,1427.81,1427.81,100.655,226.906,177.331,152.513,27.87,407.289,112.976,239.551,167.738,407.289,-48.941,-43.297,-20.476,-43.829,-20.476,-63.773,167.738,167.738,0.37,2.43,1433.32,2011-03
TSLA,58.171,18.508,-58.739,-58.903,-58.903,1466.359,1466.359,319.38,417.758,224.799,200.18,28.217,646.155,138.736,297.703,348.452,646.155,-58.903,-22.488,-54.314,-54.421,-54.314,-76.802,348.452,348.452,0.32,1.85,1559.71,2011-06
TSLA,57.666,17.224,-64.477,-65.078,-65.078,1561.152,1561.152,213.328,412.121,288.173,259.794,28.335,700.25,154.181,406.132,294.118,700.25,-65.078,-21.491,-68.844,-60.197,-68.844,-90.335,294.118,294.118,0.3,2.38,1562.83,2011-09
TSLA,39.375,7.835,-80.927,-81.489,-81.489,1566.542,1566.542,255.266,372.838,342.393,310.171,15.931,713.448,191.339,489.403,224.045,713.448,-81.489,-40.758,-40.592,-76.123,-40.592,-81.35,224.045,209.537,0.2,3.18,1567.95,2011-12
TSLA,30.167,10.21,-88.763,-89.873,-89.873,1571.765,1571.765,218.57,358.897,411.232,376.174,26.029,761.1,235.722,607.226,153.874,761.1,-89.873,-63.3,-54.774,-84.6,-54.774,-118.074,153.874,153.874,0.34,4.95,1577.47,2012-03
TSLA,26.653,4.762,-106.175,-105.603,-105.603,1578.637,1578.637,210.554,317.126,472.023,433.642,26.101,776.869,286.526,714.654,62.215,776.869,-105.603,-64.264,-58.003,-101.827,-58.003,-122.267,62.215,62.215,0.18,12.49,1579.85,2012-06
TSLA,50.104,-8.761,-108.46,-110.804,-110.804,1583.342,1583.342,85.693,284.541,543.387,498.037,26.599,809.177,385.806,837.052,-27.875,809.177,-110.806,-101.026,-62.398,-100.938,-62.398,-163.424,-27.875,-27.875,-0.17,-29.03,1586.59,2012-09
TSLA,306.332,23.857,-90.883,-89.931,-89.931,1707.147,1707.147,201.89,524.768,619.843,562.3,12.855,1114.19,539.108,989.49,124.7,1114.19,-89.931,-35.225,-64.053,-78.091,-64.053,-99.278,124.7,110.433,0.08,8.93,1713.21,2012-12
TSLA,561.792,96.32,-5.584,11.248,11.248,1720.678,1863.979,214.417,525.993,665.99,591.057,12.578,1143.778,535.623,975.195,168.583,1143.778,11.248,64.079,-57.727,12.266,-57.727,6.352,168.583,154.433,0.17,6.78,1727.42,2013-03
TSLA,405.139,100.483,-11.792,-30.502,-30.502,1772.904,1772.904,746.057,1129.542,822.012,727.047,17.226,1887.844,486.545,1258.418,629.426,1887.844,-30.502,-35.298,-40.515,10.406,-40.515,-75.813,629.426,615.397,0.25,3.0,1821.44,2013-06
TSLA,431.346,102.868,-30.554,-38.496,-38.496,1827.937,1827.937,795.116,1218.766,1039.688,923.306,10.3,2166.209,1169.459,1602.044,564.165,2166.209,-38.496,102.036,-76.548,-2.104,-76.548,25.488,564.165,550.328,0.24,3.84,1838.49,2013-09
TSLA,615.219,156.589,-13.353,-16.264,-16.264,1842.561,1842.561,845.889,1265.939,1261.061,1120.919,30.072,2416.93,675.16,1749.81,667.12,2416.93,-16.264,133.987,-89.434,24.232,-89.434,44.553,667.12,667.12,0.25,3.62,1846.36,2013-12
TSLA,620.542,155.128,-43.967,-49.8,-49.8,1852.092,1852.092,2393.908,3156.047,1470.453,1301.118,29.583,4500.41,1413.47,3588.354,912.056,4500.41,-49.8,58.723,-141.364,0.301,-141.364,-82.641,912.056,898.394,0.25,4.93,1860.61,2014-03
TSLA,769.349,212.995,-28.753,-61.9,-61.9,1863.756,1863.756,2674.91,3441.694,1771.738,1567.048,32.179999999999,5054.463,1575.85,4102.13,952.333,5054.463,-61.902,-1.662,-175.685,25.962,-175.685,-177.347,952.333,938.792,0.28,5.31,1868.82,2014-06
TSLA,851.804,251.851,-39.129,-74.708,-74.708,1873.665,1873.665,2370.735,3362.914,2265.516,2022.069,39.13,5437.533,1839.777,4479.439,958.094,5437.533,-74.709,-27.996,-284.175,25.843,-284.175,-312.171,958.094,944.674,0.3,5.68,1880.49,2014-09
TSLA,956.661,261.697,-74.838,-107.629,-107.629,1882.575,1882.575,1905.713,3180.073,2888.601,2596.011,54.583000000001,5830.667,2107.166,4918.957,911.71,5830.667,-107.629,-86.402,-368.661,-6.862,-368.661,-455.063,911.71,911.71,0.27,6.4,1885.31,2014-12
TSLA,939.88,260.073,-102.446,-154.181,-154.181,1889.205,1889.205,1510.076,2921.417,3478.638,3136.252,62.361,6120.03,2192.381,5294.033,825.997,6120.03,-154.181,-131.794,-426.06,-25.334,-426.06,-557.854,825.997,825.997,0.28,7.41,1895.43,2015-03
TSLA,954.976,213.37,-170.188,-184.227,-184.227,1900.335,1900.335,1150.673,2628.621,4170.132,3766.263,73.301,6468.185,2384.388,5752.251,715.934,6468.185,-184.227,-159.516,-405.165,-78.799,-405.165,-564.681,715.934,715.934,0.22,9.03,1906.51,2015-06
