revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,cf_cff,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
16402.0,5128.0,1057.0,555.0,555.0,673.2,678.3,821.0,18372.0,41075.0,29040.0,1035.0,48447.0,14139.0,33183.0,15264.0,48447.0,555.0,639.0,-1366.0,787.0,1603.0,-1366.0,-727.0,15264.0,15264.0,0.31,3.17,671.4,2011-10
21288.0,6139.0,1700.0,981.0,981.0,669.8,674.9,794.0,16449.0,41531.0,29149.0,419.0,46630.0,14287.0,30809.0,15821.0,46630.0,981.0,2459.0,-588.0,-1904.0,2263.0,-588.0,1871.0,15821.0,15579.0,0.29,2.95,669.3,2012-01
16867.0,5206.0,1285.0,697.0,697.0,666.3,672.4,657.0,15591.0,41659.0,29508.0,1076.0,46175.0,12446.0,30312.0,15863.0,46175.0,697.0,1307.0,-828.0,-768.0,1814.0,-828.0,479.0,15863.0,15863.0,0.31,2.91,661.0,2012-04
16779.0,5374.0,1255.0,704.0,704.0,656.7,662.9,612.0,16415.0,42316.0,29774.0,1136.0,47325.0,13329.0,31428.0,15897.0,47325.0,704.0,1164.0,-757.0,366.0,1786.0,-757.0,407.0,15897.0,15897.0,0.32,2.98,653.9,2012-07
16929.0,5254.0,1008.0,637.0,637.0,654.8,662.2,1469.0,18495.0,43051.0,30069.0,1015.0,49579.0,15709.0,33227.0,16352.0,49579.0,637.0,877.0,-718.0,-253.0,1551.0,-718.0,159.0,16352.0,16352.0,0.31,3.03,654.5,2012-10
22726.0,6430.0,2032.0,961.0,961.0,648.9,655.8,784.0,16388.0,43964.0,30653.0,629.0,48163.0,14031.0,31605.0,16558.0,48163.0,1277.0,1977.0,23.0,-1833.0,2473.0,23.0,2000.0,16558.0,16334.0,0.28,2.91,645.294,2013-01
16706.0,5143.0,1017.0,498.0,498.0,642.1,649.5,1819.0,11857.0,44091.0,31074.0,1303.0,44234.0,11159.0,27714.0,16520.0,44234.0,498.0,3230.0,-882.0,-4449.0,1553.0,-882.0,2348.0,16520.0,16520.0,0.31,2.68,641.253,2013-04
17117.0,5372.0,1132.0,611.0,611.0,634.8,642.0,1018.0,11403.0,44888.0,31405.0,1354.0,44162.0,12616.0,28142.0,16020.0,44162.0,612.0,879.0,-987.0,-699.0,1675.0,-987.0,-108.0,16020.0,16020.0,0.31,2.76,630.925,2013-07
17258.0,5125.0,703.0,341.0,341.0,631.3,637.4,706.0,13153.0,45635.0,31726.0,1494.0,46373.0,14551.0,30217.0,16156.0,46373.0,341.0,644.0,-897.0,2.0,1272.0,-897.0,-253.0,16156.0,16156.0,0.3,2.87,631.76,2013-10
20198.0,5600.0,1927.0,520.0,520.0,632.4,638.2,670.0,11573.0,40478.0,26412.0,5932.0,44553.0,12777.0,28322.0,16231.0,44553.0,1243.0,1767.0,950.0,-1218.0,2275.0,950.0,2717.0,16231.0,15900.0,0.28,2.74,632.931,2014-01
16657.0,4909.0,1022.0,418.0,418.0,633.3,638.2,715.0,11023.0,45522.0,31359.0,1660.0,44042.0,12040.0,27556.0,16486.0,44042.0,571.0,520.0,-466.0,29.0,1533.0,-466.0,54.0,16486.0,16486.0,0.29,2.67,633.613,2014-04
16957.0,5159.0,1023.0,234.0,234.0,633.5,638.4,803.0,11554.0,45868.0,31195.0,1706.0,44455.0,11336.0,28022.0,16433.0,44455.0,391.0,994.0,-371.0,-456.0,1561.0,-371.0,623.0,16433.0,16433.0,0.3,2.71,633.645,2014-07
17254.0,5083.0,904.0,352.0,352.0,634.0,639.6,780.0,13838.0,46073.0,30886.0,1737.0,46461.0,13525.0,30088.0,16373.0,46461.0,527.0,536.0,-441.0,-123.0,1439.0,-441.0,95.0,16373.0,16373.0,0.29,2.84,634.378,2014-10
21750.0,6188.0,1586.0,-2640.0,-2640.0,638.0,644.3,2210.0,13624.0,41045.0,25952.0,976.0,41172.0,11736.0,27175.0,13997.0,41172.0,960.0,2415.0,-413.0,-474.0,2131.0,-413.0,2002.0,13997.0,13699.0,0.28,2.94,640.214,2015-01
17119.0,5208.0,1154.0,635.0,635.0,640.9,646.4,2768.0,13198.0,40753.0,25778.0,1470.0,40446.0,10648.0,26272.0,14174.0,40446.0,651.0,1611.0,-346.0,-747.0,1694.0,-346.0,1265.0,14174.0,14174.0,0.3,2.85,638.409,2015-04
17427.0,5376.0,1330.0,753.0,753.0,635.8,641.0,2742.0,13358.0,41035.0,25583.0,1445.0,40386.0,11613.0,26444.0,13942.0,40386.0,773.0,1252.0,-351.0,-952.0,1880.0,-351.0,901.0,13942.0,13942.0,0.31,2.9,630.446,2015-07
17613.0,5173.0,876.0,549.0,549.0,623.7,628.8,1977.0,15204.0,41393.0,25472.0,1020.0,41696.0,13858.0,28440.0,13256.0,41696.0,476.0,976.0,-411.0,-1304.0,1437.0,-411.0,565.0,13256.0,13256.0,0.29,3.15,618.604,2015-10
21626.0,5787.0,1549.0,1426.0,1426.0,610.3,615.5,1038.0,14130.0,41463.0,25217.0,330.0,40262.0,12622.0,27305.0,12957.0,40262.0,1421.0,2119.0,-302.0,-1627.0,2111.0,-302.0,1817.0,12957.0,12680.0,0.27,3.11,602.227,2016-01
16196.0,5011.0,1312.0,632.0,632.0,598.3,603.8,4036.0,13948.0,41109.0,25049.0,911.0,39908.0,12019.0,27363.0,12545.0,39908.0,614.0,247.0,-282.0,22.0,1858.0,-282.0,-35.0,12545.0,12545.0,0.31,3.18,593.584,2016-04
16169.0,4997.0,1248.0,680.0,680.0,582.2,586.8,1480.0,11503.0,41444.0,24934.0,851.0,37288.0,11003.0,25711.0,11577.0,37288.0,625.0,1241.0,-388.0,-3407.0,1818.0,-388.0,853.0,11577.0,11577.0,0.31,3.22,574.801,2016-07
16441.0,4905.0,1061.0,608.0,608.0,570.1,574.8,1231.0,12842.0,41848.0,24902.0,859.0,38603.0,12642.0,27534.0,11069.0,38603.0,608.0,1393.0,-491.0,-1173.0,1631.0,-491.0,902.0,11069.0,11069.0,0.3,3.49,563.677,2016-10
21466.0,6278.0,1243.0,814.0,814.0,559.9,564.5,2512.0,11990.0,42071.0,24658.0,179.0,37431.0,12707.0,26478.0,10953.0,37431.0,819.0,2563.0,-340.0,-947.0,1875.0,-340.0,2223.0,10953.0,10694.0,0.29,3.42,556.156,2017-01
16223.0,5024.0,1155.0,678.0,678.0,552.4,555.2,2680.0,11739.0,41947.0,24682.0,797.0,37218.0,12392.0,26197.0,11021.0,37218.0,675.0,1305.0,-473.0,-655.0,1736.0,-473.0,832.0,11021.0,11021.0,0.31,3.38,551.657,2017-04
16634.0,5215.0,1093.0,671.0,671.0,549.3,551.9,2291.0,11620.0,42432.0,24861.0,885.0,37366.0,12729.0,26268.0,11098.0,37366.0,670.0,1621.0,-708.0,-1231.0,1678.0,-708.0,913.0,11098.0,11098.0,0.31,3.37,546.183,2017-07
16874.0,5162.0,847.0,478.0,478.0,544.5,547.9,2725.0,14709.0,42992.0,25112.0,887.0,40708.0,15376.0,29571.0,11137.0,40708.0,475.0,1569.0,-841.0,-312.0,1490.0,-841.0,728.0,11137.0,11137.0,0.31,3.66,543.913,2017-10
22983.0,6188.0,1129.0,1087.0,1087.0,541.1,545.8,737.0,12540.0,44818.0,26420.0,251.0,40303.0,13052.0,28652.0,11651.0,40303.0,1094.0,2440.0,-480.0,-1531.0,1796.0,-480.0,1960.0,11651.0,10942.0,0.27,3.46,541.682,2018-01
16781.0,5156.0,1041.0,718.0,718.0,536.9,541.0,1060.0,10876.0,44696.0,26725.0,1328.0,38929.0,12044.0,27771.0,11158.0,38929.0,717.0,514.0,-823.0,-1279.0,1672.0,-823.0,-309.0,11158.0,11158.0,0.31,3.49,532.917,2018-04
17776.0,5537.0,1133.0,799.0,799.0,531.7,536.3,1180.0,11503.0,45295.0,27148.0,1345.0,39996.0,14038.0,28829.0,11167.0,39996.0,799.0,2210.0,-1018.0,-1070.0,1736.0,-1018.0,1192.0,11167.0,11167.0,0.31,3.58,526.113,2018-07
17821.0,5286.0,819.0,622.0,622.0,525.9,531.2,825.0,14639.0,45984.0,27604.0,1329.0,43572.0,17590.0,32492.0,11080.0,43572.0,623.0,900.0,-993.0,-274.0,1411.0,-993.0,-93.0,11080.0,11080.0,0.3,3.93,521.811,2018-10
22977.0,6078.0,1117.0,798.0,798.0,519.9,524.2,787.0,12519.0,46185.0,27498.0,194.0,41290.0,15014.0,29993.0,11297.0,41290.0,798.0,2349.0,-597.0,-1021.0,1765.0,-597.0,1752.0,11297.0,10598.0,0.26,3.65,517.762,2019-01
17627.0,5379.0,1135.0,795.0,795.0,515.7,519.5,1173.0,11607.0,46181.0,27725.0,1287.0,40619.0,13239.0,29502.0,11117.0,40619.0,795.0,323.0,-650.0,-57.0,1779.0,-650.0,-327.0,11117.0,11117.0,0.31,3.65,512.312,2019-04
18422.0,5797.0,1324.0,938.0,938.0,512.1,516.1,1656.0,12119.0,46940.0,28074.0,1373.0,41566.0,14364.0,29730.0,11836.0,41566.0,938.0,2489.0,-734.0,-1271.0,1947.0,-734.0,1755.0,11836.0,11836.0,0.31,3.51,511.335,2019-07
18665.0,5730.0,1002.0,714.0,714.0,509.7,514.8,969.0,13805.0,47624.0,28535.0,1401.0,43741.0,16608.0,32196.0,11545.0,43741.0,714.0,1347.0,-990.0,-1058.0,1640.0,-990.0,357.0,11545.0,11545.0,0.31,3.79,506.678,2019-10
23399.0,6343.0,1198.0,834.0,834.0,506.1,512.0,767.0,12902.0,48183.0,28519.0,254.0,42779.0,14487.0,30946.0,11833.0,42779.0,834.0,2958.0,-590.0,-766.0,1897.0,-590.0,2368.0,11833.0,11147.0,0.27,3.62,504.199,2020-01
19615.0,5105.0,468.0,284.0,284.0,501.0,505.8,4566.0,14615.0,47911.0,28824.0,1367.0,44806.0,14412.0,33637.0,11169.0,44806.0,284.0,1284.0,-745.0,1449.0,1109.0,-745.0,539.0,11169.0,11169.0,0.26,4.01,499.92,2020-04
22975.0,7302.0,2300.0,1690.0,1690.0,500.1,504.4,7284.0,17623.0,48313.0,28972.0,1405.0,48000.0,15892.0,35422.0,12578.0,48000.0,1690.0,3832.0,-659.0,-456.0,2904.0,-659.0,3173.0,12578.0,12578.0,0.32,3.82,500.253,2020-07
22632.0,7123.0,1935.0,1014.0,1014.0,500.6,505.4,5996.0,20309.0,48736.0,28981.0,1371.0,50661.0,19357.0,37342.0,13319.0,50661.0,1014.0,1928.0,-578.0,-2633.0,2538.0,-578.0,1350.0,13319.0,13319.0,0.31,3.8,500.755,2020-10
28339.0,7854.0,1836.0,1380.0,1380.0,500.6,506.0,867.0,20756.0,49384.0,29106.0,268.0,51248.0,20125.0,36808.0,14440.0,51248.0,1380.0,3481.0,-625.0,-360.0,2473.0,-625.0,2856.0,14440.0,13772.0,0.28,3.55,500.877,2021-01
24197.0,7481.0,2374.0,2097.0,2097.0,498.6,503.4,7816.0,19931.0,48943.0,29166.0,1374.0,50471.0,18598.0,35512.0,14959.0,50471.0,2097.0,1139.0,-528.0,-1669.0,3041.0,-528.0,611.0,14959.0,14959.0,0.31,3.37,496.093,2021-04
25160.0,7880.0,2467.0,1817.0,1817.0,493.1,497.5,7368.0,20231.0,49880.0,29747.0,1407.0,51385.0,19422.0,36525.0,14860.0,51385.0,1817.0,2283.0,-795.0,-1924.0,3100.0,-795.0,1488.0,14860.0,14860.0,0.31,3.46,489.651,2021-07
25652.0,7446.0,2010.0,1488.0,1488.0,484.8,489.4,5753.0,22576.0,51056.0,30454.0,1381.0,54411.0,23351.0,40608.0,13803.0,54411.0,1488.0,2175.0,-1137.0,-2672.0,2662.0,-1137.0,1038.0,13803.0,13803.0,0.29,3.94,480.905,2021-10
30996.0,8235.0,2095.0,1544.0,1544.0,475.8,480.4,926.0,21573.0,51874.0,30737.0,375.0,53811.0,21747.0,40984.0,12827.0,53811.0,1544.0,3028.0,-1057.0,-1806.0,2785.0,-1057.0,1971.0,12827.0,12171.0,0.27,4.2,471.274,2022-01
25170.0,6709.0,1346.0,1009.0,1009.0,464.0,467.8,1112.0,17953.0,52526.0,31241.0,1648.0,50842.0,20724.0,40068.0,10774.0,50842.0,1009.0,-1394.0,-950.0,-2457.0,2025.0,-950.0,-2344.0,10774.0,10774.0,0.27,4.72,463.684,2022-04
26037.0,5895.0,321.0,183.0,183.0,461.5,463.6,1117.0,18453.0,54070.0,32362.0,1655.0,52470.0,22445.0,41878.0,10592.0,52470.0,183.0,1347.0,-1569.0,228.0,971.0,-1569.0,-222.0,10592.0,10592.0,0.23,4.95,460.236,2022-07
26518.0,6838.0,1022.0,712.0,712.0,460.3,462.5,954.0,20393.0,55530.0,33517.0,1705.0,55615.0,23783.0,44596.0,11019.0,55615.0,712.0,599.0,-1800.0,1023.0,1697.0,-1800.0,-1201.0,11019.0,11019.0,0.26,5.05,460.298,2022-10
