revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
6236.0,2669.0,759.0,537.0,537.0,1832.8,1875.0,2317.0,11845.0,5057.0,2209.0,910.0,15465.0,3882.0,5084.0,10381.0,15465.0,537.0,899.0,-184.0,835.0,-184.0,715.0,10381.0,9880.0,0.43,1.49,1832.0,2012-05
6474.0,2828.0,769.0,567.0,567.0,1811.2,1811.2,2165.0,11136.0,5359.0,2291.0,949.0,15114.0,3776.0,5067.0,10047.0,15114.0,567.0,535.0,-107.0,906.0,-107.0,428.0,10047.0,9309.0,0.44,1.5,1802.21,2012-08
5955.0,2530.0,694.0,384.0,384.0,1794.0,1826.2,2291.0,11435.0,5310.0,2258.0,973.0,15171.0,3799.0,5157.0,10014.0,15171.0,384.0,710.0,-143.0,823.0,-143.0,567.0,10014.0,9509.0,0.42,1.51,1791.42,2012-11
6187.0,2736.0,873.0,866.0,866.0,1787.8,1823.4,2557.0,11789.0,5370.0,2260.0,1059.0,15615.0,3500.0,4948.0,10667.0,15615.0,866.0,447.0,-175.0,966.0,-175.0,272.0,10667.0,10160.0,0.44,1.46,1787.23,2013-02
6697.0,2940.0,902.0,655.0,655.0,1785.0,1832.2,3337.0,13630.0,5500.0,2452.0,1043.0,17545.0,3962.0,6464.0,11081.0,17545.0,655.0,1340.0,-173.0,1045.0,-173.0,1167.0,11081.0,10661.0,0.44,1.58,1788.0,2013-05
6971.0,3132.0,1074.0,779.0,779.0,1778.8,1821.4,2936.0,13618.0,2557.0,2557.0,985.0,17674.0,3863.0,6392.0,11282.0,17674.0,779.0,618.0,-244.0,1226.0,-244.0,374.0,11282.0,10768.0,0.45,1.57,1778.0,2013-08
6431.0,2826.0,735.0,534.0,534.0,1776.0,1821.2,2086.0,13607.0,2645.0,2645.0,1052.0,17820.0,3851.0,6476.0,11344.0,17820.0,534.0,330.0,-204.0,880.0,-204.0,126.0,11344.0,10828.0,0.44,1.57,1776.0,2013-11
6972.0,3103.0,934.0,682.0,682.0,1764.6,1809.6,1864.0,13410.0,2736.0,2736.0,1140.0,17803.0,3954.0,6670.0,11133.0,17803.0,682.0,737.0,-221.0,1068.0,-221.0,516.0,11133.0,10616.0,0.45,1.6,1762.0,2014-02
7425.0,3385.0,937.0,698.0,698.0,1747.2,1791.8,2220.0,13696.0,6220.0,2834.0,1651.0,18594.0,5027.0,7770.0,10824.0,18594.0,698.0,1328.0,-210.0,1092.0,-210.0,1118.0,10824.0,10411.0,0.46,1.72,1740.0,2014-05
7982.0,3721.0,1241.0,962.0,962.0,1729.8,1772.4,2303.0,13540.0,2895.0,2895.0,1673.0,18521.0,4813.0,7416.0,11105.0,18521.0,962.0,683.0,-260.0,1396.0,-260.0,423.0,11105.0,10692.0,0.47,1.67,1728.0,2014-08
7380.0,3327.0,889.0,655.0,655.0,1726.2,1769.6,2273.0,14033.0,2927.0,2927.0,1795.0,19167.0,4937.0,7467.0,11700.0,19167.0,655.0,864.0,-225.0,1050.0,-225.0,639.0,11700.0,11288.0,0.45,1.64,1728.0,2014-11
7460.0,3426.0,1047.0,791.0,791.0,1722.9,1767.7,3015.0,15207.0,2862.0,2862.0,2060.0,20541.0,5586.0,8173.0,12368.0,20541.0,791.0,1791.0,-235.0,1212.0,-235.0,1556.0,12368.0,11956.0,0.46,1.66,1720.0,2015-02
7779.0,3593.0,998.0,865.0,865.0,1715.1,1762.2,3852.0,15587.0,6352.0,3011.0,2587.0,21597.0,6332.0,8890.0,12707.0,21597.0,865.0,1342.0,-240.0,1166.0,-240.0,1102.0,12707.0,12295.0,0.46,1.7,1714.0,2015-05
8414.0,3995.0,1418.0,1179.0,1179.0,1709.0,1754.5,3246.0,15238.0,3112.0,3112.0,2004.0,20766.0,5276.0,7872.0,12894.0,20766.0,1179.0,491.0,-318.0,1583.0,-318.0,173.0,12894.0,12482.0,0.47,1.61,1708.0,2015-08
7686.0,3501.0,941.0,785.0,785.0,1706.5,1751.4,3851.0,16755.0,3235.0,3235.0,2181.0,22583.0,5511.0,9178.0,13405.0,22583.0,785.0,545.0,-288.0,1098.0,-288.0,257.0,13405.0,12993.0,0.46,1.68,1707.0,2015-11
8032.0,3689.0,1123.0,950.0,950.0,1693.8,1737.3,3044.0,15256.0,3329.0,3329.0,1990.0,20987.0,4980.0,8687.0,12300.0,20987.0,950.0,876.0,-286.0,1300.0,-286.0,590.0,12300.0,11888.0,0.46,1.71,1685.0,2016-02
8244.0,3786.0,1020.0,846.0,846.0,1682.0,1724.5,3138.0,15025.0,7038.0,3520.0,2422.0,21379.0,5358.0,9121.0,12258.0,21379.0,846.0,1487.0,-242.0,1183.0,-242.0,1245.0,12258.0,11846.0,0.46,1.74,1682.0,2016-05
9061.0,4123.0,1226.0,1249.0,1249.0,1672.0,1708.9,2659.0,14589.0,3572.0,3572.0,2572.0,21156.0,5363.0,8991.0,12165.0,21156.0,1249.0,788.0,-277.0,1406.0,-277.0,511.0,12165.0,11742.0,0.46,1.74,1668.0,2016-08
8180.0,3616.0,1111.0,842.0,842.0,1659.1,1693.2,4339.0,16011.0,3566.0,3566.0,2653.0,22652.0,5225.0,10329.0,12323.0,22652.0,842.0,982.0,-235.0,1289.0,-235.0,747.0,12323.0,11901.0,0.44,1.84,1656.0,2016-11
8432.0,3750.0,1254.0,1141.0,1141.0,1653.1,1686.3,4021.0,16205.0,3793.0,3793.0,2732.0,23152.0,5271.0,10430.0,12722.0,23152.0,1141.0,1114.0,-264.0,1424.0,-264.0,850.0,12722.0,12300.0,0.44,1.82,1652.0,2017-02
8677.0,3823.0,1158.0,1008.0,1008.0,1646.7,1678.8,3808.0,16061.0,7958.0,3989.0,2787.0,23259.0,5474.0,10852.0,12407.0,23259.0,1008.0,962.0,-329.0,1346.0,-329.0,633.0,12407.0,11985.0,0.44,1.87,1643.0,2017-05
9070.0,3962.0,1106.0,950.0,950.0,1639.1,1676.9,3413.0,16192.0,4086.0,4086.0,2947.0,23647.0,6056.0,11654.0,11993.0,23647.0,950.0,575.0,-270.0,1291.0,-270.0,305.0,11993.0,11571.0,0.44,1.97,1637.0,2017-08
8554.0,3678.0,910.0,767.0,767.0,1627.0,1660.9,4304.0,16582.0,4117.0,4117.0,2935.0,24055.0,6750.0,12297.0,11758.0,24055.0,767.0,1323.0,-227.0,1101.0,-227.0,1096.0,11758.0,11337.0,0.43,2.05,1624.0,2017-11
8984.0,3938.0,1171.0,-921.0,-921.0,1623.5,1623.5,3662.0,15355.0,4298.0,4298.0,2478.0,22552.0,5783.0,12770.0,9782.0,22552.0,-921.0,787.0,-231.0,1369.0,-231.0,556.0,9782.0,9361.0,0.44,2.31,1611.76,2018-02
