revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
6036.0,1267.0,327.0,104.0,104.0,2784.0,3108.0,8615.0,15336.0,26145.0,20876.0,1415.0,38135.0,12270.0,26798.0,11337.0,38135.0,129.0,964.0,-566.0,894.0,-566.0,398.0,11337.0,10829.0,0.21,3.36,2794.79,2020-06
8771.0,2063.0,809.0,300.0,300.0,2811.0,3315.0,14531.0,21744.0,27701.0,21990.0,1436.0,45691.0,13302.0,28191.0,17500.0,45691.0,369.0,2400.0,-1021.0,1393.0,-1021.0,1379.0,17500.0,16979.0,0.24,2.61,2843.56,2020-09
10744.0,2066.0,575.0,301.0,301.0,2853.0,3465.0,19384.0,26717.0,29447.0,23375.0,1536.0,52148.0,14248.0,28469.0,23679.0,52148.0,296.0,3019.0,-1164.0,1193.0,-1164.0,1855.0,23679.0,23159.0,0.19,2.2,2880.0,2020-12
10389.0,2215.0,493.0,438.0,438.0,2883.0,3399.0,17141.0,24705.0,30233.0,24844.0,1587.0,52972.0,14877.0,28507.0,24465.0,52972.0,464.0,1641.0,-1360.0,1114.0,-1360.0,281.0,24465.0,23960.0,0.21,2.17,2889.0,2021-03
11958.0,2884.0,1335.0,1142.0,1142.0,2913.0,3357.0,16229.0,24693.0,32854.0,27030.0,1626.0,55146.0,16371.0,28896.0,26250.0,55146.0,1178.0,2124.0,-1515.0,2016.0,-1515.0,609.0,26250.0,25764.0,0.24,2.1,2952.0,2021-06
13757.0,3660.0,2055.0,1618.0,1618.0,2993.0,3369.0,16065.0,25002.0,35480.0,29248.0,1854.0,57834.0,18051.0,29340.0,28494.0,57834.0,1659.0,3147.0,-1825.0,2816.0,-1825.0,1322.0,28494.0,28024.0,0.27,2.03,3012.0,2021-09
17719.0,4847.0,2613.0,2321.0,2321.0,3039.0,3375.0,17576.0,27100.0,39094.0,31176.0,2138.0,62131.0,19705.0,30548.0,31583.0,62131.0,2343.0,4585.0,-1814.0,3461.0,-1814.0,2771.0,31583.0,29866.0,0.27,1.97,3099.0,2021-12
18756.0,5460.0,3603.0,3318.0,3318.0,3102.0,3471.0,17505.0,29050.0,39905.0,32639.0,2634.0,66038.0,21455.0,30632.0,35406.0,66038.0,3280.0,3995.0,-1772.0,4483.0,-1772.0,2223.0,35406.0,33691.0,0.29,1.87,3108.0,2022-03
16934.0,4234.0,2606.0,2259.0,2259.0,3111.0,3465.0,18324.0,31222.0,41471.0,33684.0,2952.0,68513.0,21821.0,30855.0,37658.0,68513.0,2269.0,2351.0,-1730.0,3528.0,-1730.0,621.0,37658.0,37003.0,0.25,1.82,3123.0,2022-06
21454.0,5382.0,3688.0,3292.0,3292.0,3146.0,3468.0,19532.0,35990.0,42884.0,34563.0,3236.0,74426.0,24611.0,33302.0,41124.0,74426.0,3331.0,5100.0,-1803.0,4644.0,-1803.0,3297.0,41124.0,40487.0,0.25,1.81,3158.0,2022-09
