revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
3435.9,944.1,511.1,382.1,382.1,1495.8,1537.0,1569.6,4237.1,6268.9,2347.3,275.2,7835.6,2158.8,3060.3,4775.3,7835.6,382.2,466.3,-153.5,654.7,-153.5,312.8,4775.3,4327.4,0.27,1.64,1505.2,2011-12
3195.9,827.5,378.2,309.9,309.9,1509.2,1546.6,1432.2,4351.5,6436.0,2382.5,279.6,8006.5,1971.4,2869.8,5136.7,8006.5,310.1,109.3,-160.3,522.5,-160.3,-51.0,5136.7,4683.5,0.26,1.56,1515.8,2012-03
3303.6,881.5,439.9,333.1,333.1,1517.8,1553.6,1501.3,4569.6,6579.9,2444.2,286.2,8308.9,2018.2,2920.9,5388.0,8308.9,333.4,551.3,-202.7,579.7,-202.7,348.6,5388.0,4933.5,0.27,1.54,1519.6,2012-06
3341.4,892.4,457.6,358.7,358.7,1512.4,1546.6,1188.6,4199.6,6903.1,2658.9,242.0,8219.2,2209.8,3104.7,5114.5,8219.2,359.0,623.4,-339.7,610.5,-339.7,283.7,5114.5,4571.7,0.27,1.61,1498.6,2012-09
3793.2,1083.0,576.1,432.2,432.2,1492.2,1522.6,1852.1,4416.0,7053.0,2711.1,281.9,8490.1,2390.9,3315.1,5175.0,8490.1,432.4,1067.3,-244.5,732.9,-244.5,822.8,5175.0,4628.2,0.29,1.64,1497.8,2012-12
3549.6,980.8,491.6,390.4,390.4,1498.2,1522.6,1223.2,3810.2,7278.5,2845.3,247.4,8502.8,2269.7,3175.3,5327.5,8502.8,390.7,305.2,-240.4,652.9,-240.4,64.8,5327.5,4196.5,0.28,1.6,1496.6,2013-03
3735.3,1053.6,551.8,417.8,417.8,1499.4,1523.8,1430.8,4239.7,7460.1,2987.1,217.0,9062.4,2424.4,3314.8,5747.6,9062.4,417.8,665.3,-297.3,713.0,-297.3,368.0,5747.6,4617.9,0.28,1.58,1502.2,2013-06
3788.7,1081.1,587.8,-1232.0,-1232.0,1504.2,1529.0,2575.7,5471.4,7782.1,3200.5,1152.3,11516.7,5377.3,7034.4,4482.3,11516.7,-1232.1,870.5,-369.0,764.1,-369.0,501.5,4482.3,3344.6,0.29,2.57,1506.4,2013-09
4239.6,1269.4,742.2,540.7,540.7,1509.8,1532.4,1545.8,3759.4,7937.6,3233.0,1154.8,10255.2,2953.0,5365.7,4889.5,10255.2,540.7,-1401.9,-256.1,922.3,-256.1,-1658.0,4889.5,3750.8,0.3,2.1,1513.0,2013-12
3873.8,1110.1,584.2,427.0,427.0,1510.3,1529.1,1190.3,3579.0,8118.7,3278.1,1139.3,10097.0,2733.5,5149.9,4947.1,10097.0,426.9,418.4,-247.5,768.3,-247.5,170.9,4947.1,3809.1,0.29,2.04,1508.2,2014-03
4153.7,1265.7,695.6,512.6,512.6,1503.5,1522.0,1019.4,3356.9,8370.1,3373.7,1140.1,10385.3,2883.9,5314.5,5070.8,10385.3,512.6,850.1,-307.6,885.4,-307.6,542.5,5070.8,3930.4,0.3,2.05,1502.0,2014-06
4180.7,1305.5,770.4,587.8,587.8,1501.5,1521.8,1708.4,4168.7,8581.1,3519.0,1102.2,10752.9,3038.7,5479.2,5273.7,10752.9,587.5,741.2,-349.7,964.8,-349.7,391.5,5273.7,4144.0,0.31,2.04,1499.0,2014-09
4803.2,1496.5,862.7,983.1,983.1,1498.8,1516.8,1857.0,4546.1,8999.9,3822.3,1213.9,12351.1,3557.5,6193.3,6157.8,12351.1,984.5,1425.2,-291.8,1079.0,-291.8,1133.4,6157.8,4017.4,0.31,2.01,1500.8,2014-12
4563.5,1379.1,722.6,494.9,494.9,1500.5,1516.5,1750.4,4245.4,9195.6,3897.7,1246.3,12190.7,3521.2,6180.0,6010.7,12190.7,495.9,575.7,-314.8,950.5,-314.8,260.9,6010.7,3871.5,0.3,2.03,1501.0,2015-03
4881.2,1534.9,878.3,626.7,626.7,1498.5,1515.7,2080.5,4760.7,9431.8,3977.7,1294.5,12868.8,4049.2,7010.5,5858.3,12868.8,626.4,778.3,-336.9,1127.4,-336.9,441.4,5858.3,3771.9,0.31,2.2,1490.8,2015-06
4914.8,1553.6,887.5,652.5,652.5,1485.7,1504.7,1530.1,3971.0,9641.8,4088.3,1596.7,12416.3,3648.1,6596.5,5819.8,12416.3,652.5,969.9,-360.2,1128.0,-360.2,609.7,5819.8,3724.0,0.32,2.13,1485.1,2015-09
5373.5,1681.1,993.9,687.6,687.6,1485.9,1503.3,2263.5,4727.7,9788.3,4122.5,1355.4,12943.5,4420.1,6960.1,5983.4,12943.5,687.7,1636.0,-331.8,1241.2,-331.8,1304.2,5983.4,3902.0,0.31,2.16,1485.6,2015-12
4993.2,1516.5,798.6,575.1,575.1,1472.1,1486.6,1294.4,3883.5,10090.7,4246.9,1311.4,12519.4,4351.2,7423.0,5096.4,12519.4,574.9,549.5,-336.4,1060.6,-336.4,213.1,5096.4,2956.2,0.3,2.46,1464.5,2016-03
5238.0,1648.3,939.8,754.1,754.1,1465.3,1479.3,2141.8,4856.2,10301.8,4359.2,1213.9,13833.2,4245.2,8109.2,5724.0,13833.2,754.6,1081.4,-361.5,1198.7,-361.5,719.9,5724.0,3492.2,0.31,2.42,1466.4,2016-06
5711.2,1896.8,1121.5,800.9,800.9,1463.2,1477.7,2128.8,4757.9,10573.3,4533.8,1288.7,14312.5,4546.8,8421.8,5890.7,14312.5,801.7,1431.0,-410.6,1383.4,-410.6,1020.4,5890.7,3654.8,0.33,2.43,1460.5,2016-09
5732.9,1799.7,1048.2,751.8,751.8,1457.5,1470.5,2034.6,4616.2,10611.7,4478.5,1201.0,14017.3,4397.3,8214.2,5803.1,14017.3,751.5,1529.8,-307.4,1311.4,-307.4,1222.4,5803.1,3733.5,0.31,2.42,1457.2,2016-12
5294.0,1566.4,851.3,652.8,652.8,1453.2,1464.8,2163.9,4919.4,10887.3,4564.5,1179.2,14227.9,4000.1,8616.5,5611.4,14227.9,653.1,461.9,-330.5,1117.9,-330.5,131.4,5611.4,3507.9,0.3,2.54,1447.7,2017-03
5661.5,1783.5,1063.4,691.6,691.6,1447.7,1459.4,2716.2,5509.3,11233.9,4699.8,1171.2,14522.7,4026.5,8673.2,5849.5,14522.7,690.9,1167.3,-387.4,1330.0,-387.4,779.9,5849.5,3845.6,0.32,2.48,1445.7,2017-06
5698.3,1684.9,934.0,788.6,788.6,1439.6,1451.3,2462.3,5283.4,11584.0,4919.5,1158.2,14365.6,4220.7,8908.6,5457.0,14365.6,789.4,1092.8,-494.1,1204.7,-494.1,598.7,5457.0,3476.4,0.3,2.63,1431.6,2017-09
6073.7,1835.0,1054.3,2250.2,2250.2,1421.0,1434.6,3661.4,6883.5,12229.4,5378.7,684.2,18518.5,6841.1,12759.6,5758.9,18518.5,2250.1,1834.0,-429.3,1326.7,-429.3,1404.7,5758.9,837.9,0.3,3.22,1407.6,2017-12
6031.8,1727.5,854.5,660.1,660.1,1394.9,1406.6,2142.0,5657.0,12541.6,5576.8,707.1,17553.5,5187.0,12835.8,4717.7,17553.5,659.8,454.5,-467.4,1199.7,-467.4,-12.9,4717.7,-304.2,0.29,3.72,1382.4,2018-03
6310.3,1931.9,983.7,852.5,852.5,1377.1,1388.5,1892.1,5583.4,12801.0,5689.6,553.8,17182.1,5551.6,13185.4,3996.7,17182.1,852.0,1215.9,-511.1,1327.6,-511.1,704.8,3996.7,-773.8,0.31,4.3,1366.3,2018-06
6303.6,1822.1,913.9,755.5,755.5,1337.7,1348.7,8756.3,12494.2,13197.1,5929.1,546.9,24156.4,5684.2,22980.6,1175.8,24156.4,756.1,8433.4,-568.6,1258.3,-568.6,7864.8,1175.8,-3408.0,0.29,20.54,1309.1,2018-09
6632.7,1870.1,991.1,760.6,760.6,1242.0,1253.4,4761.6,7676.3,13468.9,6039.3,1122.7,19981.3,5427.5,22860.1,-2878.8,19981.3,760.4,2379.0,-431.4,1341.9,-431.4,1947.6,-2878.8,-7420.7,0.28,-6.94,1243.3,2018-12
