revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,cf_cff,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
786.89,522.879,93.658,190.804,190.804,764.55,777.689,2247.661,7255.785,2977.292,1620.405,1000.158,11145.231,1621.679,4056.412,7088.819,11145.231,190.804,351.693,-81.07,-29.101,207.132,-81.07,270.623,7088.819,5819.936,0.66,1.57,767.913,2019-03
841.381,563.416,75.686,1119.56,1119.56,768.755,785.056,2183.111,7512.783,3131.681,1677.368,2033.851,12521.607,1733.738,4176.793,8344.814,12521.607,1119.56,338.973,-134.694,3.948,191.302,-134.694,204.279,8344.814,7047.209,0.67,1.5,772.393,2019-06
823.717,542.66,44.145,36.522,36.522,772.789,790.523,1869.444,6624.451,3141.656,1657.689,2028.398,11600.925,762.627,3185.283,8415.642,11600.925,36.522,335.519,-169.019,-954.207,164.131,-169.019,166.5,8415.642,7125.255,0.66,1.38,775.718,2019-09
1007.341,693.333,152.884,118.773,118.773,776.759,788.795,1799.082,7620.075,3279.526,1728.876,2042.633,12703.389,832.476,3999.003,8704.386,12703.389,118.773,277.179,-149.747,693.185,269.357,-149.747,127.432,8704.386,7392.581,0.69,1.46,779.619,2019-12
807.637,523.6,-7.443,-8.396,-8.396,780.688,780.688,3463.349,8467.579,3361.941,1747.898,1991.05,13540.725,710.02,4745.098,8795.627,13540.725,-8.396,246.767,-121.044,963.984,113.206,-121.044,125.723,8795.627,7461.429,0.65,1.54,784.1,2020-03
683.438,395.399,-273.93,-1378.005,-1378.005,785.909,785.909,3112.454,8495.287,3496.536,1782.803,920.825,12547.587,841.107,4889.532,7658.055,12547.587,-1378.005,201.016,-162.134,25.098,-150.093,-162.134,38.882,7658.055,6309.383,0.58,1.64,790.426,2020-06
936.233,574.845,56.107,28.659,28.659,790.827,806.383,2201.073,8589.579,4027.615,2220.933,930.21,13088.792,1935.103,5276.704,7812.088,13088.792,28.659,214.787,-288.836,-7.812,178.09,-288.836,-74.049,7812.088,6464.018,0.61,1.68,794.447,2020-09
1289.041,856.117,251.924,222.116,222.116,794.08,794.08,1988.429,8637.108,4284.67,2423.933,947.365,13379.09,1952.826,5409.008,7970.082,13379.09,222.116,330.3,-292.17,-225.96,380.632,-292.17,38.13,7970.082,6599.398,0.66,1.68,796.0,2020-12
1036.018,655.01,52.182,68.005,68.005,795.633,872.187,4248.702,9863.742,4556.365,2621.11,1120.044,14984.075,2036.693,7247.425,7736.65,14984.075,68.005,390.184,-179.346,1197.678,183.234,-179.346,210.838,7736.65,6357.471,0.63,1.94,798.083,2021-03
1190.427,773.495,30.252,65.649,65.649,796.472,869.18,4125.595,9728.141,5061.67,3037.807,1174.564,15323.225,2257.919,7607.097,7716.128,15323.225,65.649,381.967,-276.193,-299.181,165.064,-276.193,105.774,7716.128,6333.415,0.65,1.99,797.941,2021-06
1283.817,799.338,23.153,-536.757,-536.757,797.985,797.985,3473.865,8649.234,5281.24,3169.409,1430.174,14589.345,2114.981,7416.714,7172.631,14589.345,-536.757,388.98,-409.151,-1129.621,156.601,-409.151,-20.171,7172.631,5832.103,0.62,2.03,799.525,2021-09
1567.22,1052.129,167.375,181.694,181.694,799.967,799.967,2186.549,7918.37,5479.083,3277.284,1493.018,14059.516,1343.867,6752.317,7307.199,14059.516,181.694,-528.442,-138.394,-241.699,312.911,-138.394,-666.836,7307.199,5936.355,0.67,1.92,799.384,2021-12
1200.984,693.534,-127.833,513.286,513.286,778.937,838.59,2283.308,7476.068,5737.138,3423.016,1293.686,13550.957,1136.707,7646.041,5904.916,13550.957,513.286,126.091,-160.692,-1093.153,32.45,-160.692,-34.601,5904.916,4546.729,0.58,2.29,763.578,2022-03
1176.66,635.984,-343.762,-270.007,-270.007,766.837,766.837,2680.596,7273.581,3547.755,3547.755,1401.87,13579.287,1017.263,7646.806,5932.481,13579.287,-270.007,29.696,-153.646,40.707,-170.474,-153.646,-123.95,5932.481,4576.4,0.54,2.29,770.978,2022-06
