revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,cf_cff,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
40815.0,9760.0,806.0,896.0,896.0,1832.0,1991.111,19237.0,195821.0,63151.0,38151.0,48626.0,289324.0,103453.0,276922.0,12402.0,289324.0,901.0,7775.0,-1339.0,-5727.0,3359.0,-1339.0,6436.0,12402.0,5676.0,0.24,23.33,1830.34,2003-03
40670.0,8986.0,2339.0,417.0,417.0,1832.0,1895.455,17684.0,212619.0,64634.0,39634.0,47006.0,306189.0,108496.0,292436.0,13753.0,306189.0,412.0,6047.0,-1913.0,-37.0,2339.0,-1913.0,4134.0,13753.0,6823.0,0.22,22.26,1831.97,2003-06
36742.0,8361.0,1931.0,-19.0,-19.0,1831.0,1831.0,27887.0,217232.0,67077.0,42077.0,43966.0,310328.0,106777.0,301549.0,8779.0,310328.0,-25.0,5637.0,-2362.0,1766.0,1931.0,-2362.0,3275.0,8779.0,1726.0,0.23,35.35,1760.19,2003-09
46290.0,7664.0,660.0,-793.0,-793.0,1832.0,1894.118,23208.0,215942.0,73554.0,43506.0,32949.0,299397.0,49970.0,287087.0,12310.0,299397.0,-385.0,-2179.0,-1925.0,-1197.0,660.0,-1925.0,-4104.0,12310.0,5310.0,0.17,24.32,1760.19,2003-12
44723.0,10669.0,4497.0,1952.0,1952.0,1824.299,2076.596,18190.0,174032.0,71280.0,41168.0,90536.0,312909.0,60330.0,299287.0,13622.0,312909.0,1952.0,4868.0,-2216.0,-7907.0,4497.0,-2216.0,2652.0,13622.0,6449.0,0.24,22.97,1759.99,2004-03
42873.0,9249.0,3155.0,1165.0,1117.0,1745.313,1959.649,15648.0,207797.0,72437.0,42325.0,36305.0,293613.0,54652.0,279267.0,14346.0,293613.0,1165.0,7644.0,-439.0,-753.0,3155.0,-439.0,7205.0,14346.0,7160.0,0.22,20.47,1758.94,2004-06
39121.0,8165.0,2145.0,266.0,216.0,1829.0,1829.0,17416.0,204914.0,73016.0,42904.0,33846.0,288678.0,54248.0,273796.0,14882.0,288678.0,266.0,7375.0,-1704.0,-5311.0,2145.0,-1704.0,5671.0,14882.0,7868.0,0.21,19.4,1830.0,2004-09
45599.0,8478.0,2752.0,-345.0,-345.0,1461.217,1755.58,22831.0,190854.0,75562.0,44549.0,52061.0,293858.0,93069.0,276936.0,16922.0,293858.0,-345.0,2111.0,1910.0,4059.0,2752.0,1910.0,4021.0,16922.0,10528.0,0.19,17.37,1831.0,2004-12
45136.0,8016.0,1741.0,1212.0,1212.0,1836.364,2020.0,23345.0,195390.0,74408.0,43395.0,34792.0,280588.0,55561.0,264072.0,16516.0,280588.0,1212.0,5276.0,-1561.0,-9418.0,1741.0,-1561.0,3715.0,16516.0,9505.0,0.18,16.99,1840.0,2005-03
44548.0,7835.0,1725.0,946.0,946.0,1854.902,2012.766,30133.0,194265.0,73294.0,42281.0,33609.0,276834.0,97764.0,261825.0,15009.0,276834.0,946.0,9060.0,-2011.0,-954.0,1725.0,-2011.0,7049.0,15009.0,8330.0,0.18,18.44,1853.05,2005-06
40510.0,7039.0,874.0,-576.0,-576.0,1858.065,1858.065,28200.0,173544.0,72900.0,41887.0,46792.0,268295.0,94373.0,253250.0,15045.0,268295.0,-644.0,5011.0,-4073.0,-7031.0,874.0,-4073.0,938.0,15045.0,8973.0,0.17,17.83,1858.0,2005-09
